company_id;founder_id;session_id;founder_raw;quality
C_datavora;F_hadizaheroussamamessaoud;S0;Hadi Zaher, Oussama Messaoud;extrait PDF/JSON
C_enovarobotics;F_anissahbaniphilippebidaudchristophegrand;S0;Anis Sahbani, Philippe Bidaud, Christophe Grand;extrait PDF/JSON
C_ezzayrasolutions;F_yasserbououd;S0;Yasser Bououd;extrait PDF/JSON
C_polysmart;F_ahmedcheikhrouhouharounbouchrit;S0;Ahmed Cheikhrouhou, Haroun Bouchrit;extrait PDF/JSON
C_bewirelesssolutions;F_karimkharratnizarghramsofieneghram;S0;Karim Kharrat, Nizar Ghram, Sofiene Ghram;extrait PDF/JSON
C_medilsys;F_anisghorbelnajmeddinenourisofieneghorbel;S0;Anis Ghorbel, Najmeddine Nouri, Sofiene Ghorbel;extrait PDF/JSON
C_roamsmart;F_walidchamekhmehditriki;S0;Walid Chamekh, Mehdi Triki;extrait PDF/JSON
C_vitalightlab;F_khaoulabenslimaneilyesgouja;S0;Khaoula Ben Slimane, Ilyes Gouja;extrait PDF/JSON
C_dabchy;F_ghaziketataamenimansourioussamamahjoub;S0;Ghazi Ketata, Ameni Mansouri, Oussama Mahjoub;extrait PDF/JSON
C_nextgencorp;F_moezlachnedahmednabli;S0;Moez Lachned, Ahmed Nabli;extrait PDF/JSON
C_nostatikmedia;F_khaledfradramzimrad;S0;Khaled Frad, Ramzi Mrad;extrait PDF/JSON
C_paypostunisie;F_khatibchakchouk;S0;Khatib Chakchouk;extrait PDF/JSON
C_fouashop;F_karimskik;S0;Karim Skik;extrait PDF/JSON
C_mitigan;F_omarelmatriahmedfarhatkaislaouitielyesjouinihemdenebenothman;S0;Omar El Matri, Ahmed Farhat, Kais Laouiti, Elyes Jouini, Hemdene Ben Othmane, Mohamed Ali Elloumi;extrait PDF/JSON
C_gomycode;F_yahyabouhlelaminebouhlel;S1;Yahya Bouhlel, Amine Bouhlel;extrait PDF/JSON
C_masssa;F_ramlajarrarfirasjabloun;S1;Ramla Jarrar, Firas Jabloun;extrait PDF/JSON
C_stekaoun;F_nebrasjemelaniskallelrostombouazizi;S1;Nebras Jemel, Anis Kallel, Rostom Bouazizi;extrait PDF/JSON
C_apprentustunisie;F_gaetanderemincemariusandra;S1;Gaetan Deremince, Marius Andra;extrait PDF/JSON
C_bussoftware;F_amorsahnounmakremerguez;S1;Amor Sahnoun, Makrem Erguez;extrait PDF/JSON
C_ilboursacom;F_ismailbensassirodolphevillaes;S1;Ismail Ben Sassi, Rodolphe Villaes;extrait PDF/JSON
C_methaniaindustries;F_selimkanzaritaharazizi;S1;Selim Kanzari, Tahar Azizi;extrait PDF/JSON
C_wattnow;F_issamsmaali;S1;Issam Smaali;extrait PDF/JSON
C_techaccessibility;F_mohamednourbenyahia;S1;Mohamed Nour Ben Yahia;extrait PDF/JSON
C_taysirsolutionstunisia;F_mohamedbelghithfakhreddinehachfi;S1;Mohamed Belghith, Fakhreddine Hachfi;extrait PDF/JSON
C_uniqsofttechnology;F_bechiryakhlef;S1;Bechir Yakhlef;extrait PDF/JSON
C_armaniarabicacademy;F_salwaarmani;S1;Salwa Armani;extrait PDF/JSON
C_dqlick;F_hamdibouslah;S1;Hamdi Bouslah;extrait PDF/JSON
C_knsd;F_aliboulila;S1;Ali Boulila;extrait PDF/JSON
C_medcretech;F_nacefbouzguenda;S1;Nacef Bouzguenda;extrait PDF/JSON
C_novelti;F_ziedloukilferdaousmasmoudi;S1;Zied Loukil, Ferdaous Masmoudi;extrait PDF/JSON
C_peaktechnologies;F_moslembendhaoubilelmethnani;S1;Moslem Ben Dhaou, Bilel Methnani;extrait PDF/JSON
C_smartandclean;F_mouradbouabdallah;S1;Mourad Bouabdallah;extrait PDF/JSON
C_tadecoit;F_aymentalbi;S1;Aymen Talbi;extrait PDF/JSON
C_techability;F_dorrakammounoussamaromdhane;S1;Dorra Kammoun, Oussama Romdhane;extrait PDF/JSON
C_expensyapepinotech;F_karimjouinijihedothmani;S1;Karim Jouini, Jihed Othmani;extrait PDF/JSON
C_smartmobility;F_mokhlesmasmoudi;S1;Mokhles Masmoudi;extrait PDF/JSON
C_educanet;F_anisbenarbia;S1;Anis Ben Arbia;extrait PDF/JSON
C_studytn;F_nidhalabidimohamedselimhadrichnadhirabidiseyfhamdaoui;S1;Nidhal Abidi, Mohamed Selim Hadrich, Nadhir Abidi, Seyf Hamdaoui;extrait PDF/JSON
C_tunisiematerielroulant;F_amelbesbeskaisaribi;S1;Amel Besbes, Kais Aribi;extrait PDF/JSON
C_embeddedsolutionsandadvancedtechnology;F_mohamedsalouati;S1;Mohamed Salouati;extrait PDF/JSON
C_inotekengineering;F_mehdimazloutwalidsaghari;S1;Mehdi Mazlout, Walid Saghari;extrait PDF/JSON
C_paymee;F_marwenamamou;S1;Marwen Amamou;extrait PDF/JSON
C_healthcareanywhere;F_imedabedfadouaouerdiane;S1;Imed Abed, Fadoua Ouerdiane;extrait PDF/JSON
C_tunrooms;F_mohamedaliafif;S1;Mohamed Ali Afif;extrait PDF/JSON
C_galactech;F_houssemmaiza;S1;Houssem Maiza;extrait PDF/JSON
C_domodar;F_rochdizaghdenwaliddieffallah;S1;Rochdi Zaghden, Walid Dieff Allah;extrait PDF/JSON
C_vynd;F_adamchebbikhalilbenhamouda;S1;Adam Chebbi, Khalil Ben Hamouda;extrait PDF/JSON
C_empirecommunication;F_hanihamrounidavidedavid;S1;Hani Hamrouni, Davide David;extrait PDF/JSON
C_3dforge;F_feridkamelmohamedabulheija;S1;Ferid Kamel, Mohamed Abul Heija;extrait PDF/JSON
C_africaflyingandengineering;F_walidmeskine;S1;Walid Meskine;extrait PDF/JSON
C_ticketcommunicationticom;F_aidarafrafi;S1;Aida Rafrafi;extrait PDF/JSON
C_tetaconcept;F_achrafjamli;S1;Achraf Jamli;extrait PDF/JSON
C_wemake;F_abdelmajidmathlouthikarimyahyaoui;S1;Abdelmajid Mathlouthi, Karim Yahyaoui;extrait PDF/JSON
C_microdevicetunisia;F_hamdibenamor;S1;Hamdi Ben Amor;extrait PDF/JSON
C_kiwisoftwares;F_alibouslama;S1;Ali Bouslama;extrait PDF/JSON
C_tunisieco;F_khaledaouij;S1;Khaled Aouij;extrait PDF/JSON
C_bestway;F_ahmedbenhamida;S1;Ahmed Ben Hamida;extrait PDF/JSON
C_comengineering;F_omarchahataahmedrouetbi;S1;Omar Chahata, Ahmed Rouetbi;extrait PDF/JSON
C_testafid;F_mohamedghmadh;S1;Mohamed Ghmadh;extrait PDF/JSON
C_afriquecharbon;F_abdelazizbahri;S1;Abdelaziz Bahri;extrait PDF/JSON
C_ironhoster;F_naiimlamloumi;S1;Naiim Lamloumi;extrait PDF/JSON
C_boostiny;F_taraknachnouchi;S1;Tarak Nachnouchi;extrait PDF/JSON
C_forevermoparavoisin;F_mohamedmethnani;S1;Mohamed Methnani;extrait PDF/JSON
C_supplyair;F_aymentleiliahatemlefi;S1;Aymen Tleilia, Hatem Lefi;extrait PDF/JSON
C_sawsanbellajtrainingconsulting;F_sawssenbellaj;S1;Sawssen Bellaj;extrait PDF/JSON
C_casualbet;F_walidbaltiabderahmenmahmoudi;S1;Walid Balti, Abderahmen Mahmoudi;extrait PDF/JSON
C_takiacademy;F_takieddinebenmessaoud;S2;Takieddine Ben Messaoud;extrait PDF/JSON
C_delisolutions;F_samitounsiziedouerdani;S2;Sami Tounsi, Zied Ouerdani;extrait PDF/JSON
C_newgen;F_seifeddinebenhamouda;S2;Seifeddine Ben Hamouda;extrait PDF/JSON
C_instadeep;F_zohraslimkarimbeguir;S2;Zohra Slim, Karim Beguir;extrait PDF/JSON
C_lifeye;F_ahmedbenachballahbassemboujelbenziedchabchoubtarekblaiechmoh;S2;Ahmed Ben Achballah, Bassem Boujelben, Zied Chabchoub, Tarek Blaiech, Mohamed Kallel, Achraf Chabbouh, Ahmed Ben Said, Rateb Jabbar;extrait PDF/JSON
C_echo;F_aminelaaroussi;S2;Amine Laaroussi;extrait PDF/JSON
C_seembagaming;F_slimbennasrsallahjaceromrimohamedbenhadjaissajihedbibanibenm;S2;Slim Ben Nasrsallah, Jacer Omri, Mohamed Ben Hadj Aissa, Jihed Bibani, Ben Messaoud TakiEddine;extrait PDF/JSON
C_wecodeland;F_walakasmimohamedaliboumiza;S2;Wala Kasmi, Mohamed Ali Boumiza;extrait PDF/JSON
C_smartmedsa;F_issambellajaymenturkiemnajellouli;S2;Issam Bellaj, Aymen Turki, Emna Jellouli;extrait PDF/JSON
C_societestbi;F_sofienehorrigue;S2;Sofiene Horrigue;extrait PDF/JSON
C_actifsprecieuxapexsa;F_hajerderouichehediderouiche;S2;Hajer Derouiche, Hedi Derouiche;extrait PDF/JSON
C_neopolisdevelopment;F_achrafkheliljacquesyvesfoucou;S2;Achraf Khelil, Jacques-Yves Foucou;extrait PDF/JSON
C_9arinitneditepardigitalworldsarl;F_kaisassalianiswahabi;S2;Kais Assali, Anis Wahabi;extrait PDF/JSON
C_foutatunisia;F_beldizied;S2;Beldi Zied;extrait PDF/JSON
C_swiver;F_hichemradoineazzamsouelmia;S2;Hichem Radoine, Azzam Souelmia;extrait PDF/JSON
C_profilstn;F_anismagharimenmaghar;S2;Anis Maghar, Imen Maghar;extrait PDF/JSON
C_goupstandupgoupsup;F_hazemguentyassinedimassi;S2;Hazem Guent, Yassine Dimassi;extrait PDF/JSON
C_transfacile;F_oussemamaraighadachelly;S2;Oussema Marai, Ghada Chelly;extrait PDF/JSON
C_asklepios;F_marwenbadriyoussefelbehi;S2;Marwen Badri, Youssef El Behi;extrait PDF/JSON
C_bookingtodo;F_azizannabi;S2;Aziz Annabi;extrait PDF/JSON
C_industryx0;F_bilellabidimedabdelazizbattikh;S2;Bilel Labidi, Med Abdel Aziz Battikh;extrait PDF/JSON
C_bonheure;F_nourtekayaiskandergafsi;S2;Nour Tekaya, Iskander Gafsi;extrait PDF/JSON
C_bebouncy;F_ayoubbenyounessophiealexandraaiachi;S2;Ayoub Ben younes, Sophie Alexandra Aiachi;extrait PDF/JSON
C_domotec;F_hichemmoallayahiamoalla;S2;Hichem Moalla, Yahia Moalla;extrait PDF/JSON
C_vimit;F_imenissaoui;S2;Imen Issaoui;extrait PDF/JSON
C_indigobusinesssolutions;F_mohamedaloulou;S2;Mohamed Aloulou;extrait PDF/JSON
C_professionalsystem;F_hichembenhammouda;S2;Hichem Ben Hammouda;extrait PDF/JSON
C_beego;F_mohamedaminesammari;S2;Mohamed Amine Sammari;extrait PDF/JSON
C_brain;F_ramiboudaya;S2;Rami Boudaya;extrait PDF/JSON
C_developpementdapplicationscomptablesgestionfinance;F_mehdimabrouk;S2;Mehdi Mabrouk;extrait PDF/JSON
C_deepera;F_faouzimoussamustaphaboughzou;S3;Faouzi Moussa, Mustapha Boughzou;extrait PDF/JSON
C_fabskill;F_sofianemabroukbechirafifimohamedbensfar;S3;Sofiane Mabrouk, Bechir Afifi, Mohamed Ben Sfar;extrait PDF/JSON
C_majesteye;F_jihedhannachirabiesaidisoufienbenhamza;S3;Jihed Hannachi, Rabie Saidi, Soufien Ben Hamza;extrait PDF/JSON
C_herundo;F_nizarbouguilabessemjalloulimohamedboujelban;S3;Nizar Bouguila, Bessem Jallouli, Mohamed Boujelban;extrait PDF/JSON
C_biointrantstechnologie;F_yassinebenmenadichedlibenmenadi;S3;Yassine Ben Menadi, Chedli Ben Menadi;extrait PDF/JSON
C_juniornetwork;F_saharbenrachedzeinebchabchouboussemaksontini;S3;Sahar Ben Rached, Zeineb Chabchoub, Oussema Ksontini;extrait PDF/JSON
C_siteflowfactory;F_samedjaloualitimotheepietteetiennebarraultlouishauvette;S3;Samed Jalouali, Timothée Piette, Etienne Barrault, Louis Hauvette;extrait PDF/JSON
C_insight;F_adeljenniimedkouki;S3;Adel Jenni, Imed Kouki;extrait PDF/JSON
C_dataera;F_hedizouarimaherheni;S3;Hedi Zouari, Maher Heni;extrait PDF/JSON
C_sftechnologies;F_mohamedtaherhammami;S3;Mohamed Taher Hammami;extrait PDF/JSON
C_creativeculinary;F_azizbenchedli;S3;Aziz Ben Chedli;extrait PDF/JSON
C_safozisarl;F_ziedouledali;S3;Zied Ouled Ali;extrait PDF/JSON
C_nextproteintunisia;F_mohamedgastlisyrinechaalala;S3;Mohamed Gastli, Syrine Chaalala;extrait PDF/JSON
C_seniatna;F_neilboussofara;S3;Neil Boussofara;extrait PDF/JSON
C_vmeinternationale;F_fouedbenbabismontassargharsa;S3;Foued Ben Babis, Montassar Gharsa;extrait PDF/JSON
C_zoor;F_mahdihouliradhihouli;S3;Mahdi Houli, Radhi Houli;extrait PDF/JSON
C_natalista;F_rimbesbes;S3;Rim Besbes;extrait PDF/JSON
C_videsys;F_abdelazizktariwalidmessaoudia;S3;Abdelaziz Ktari, Walid Messaoudia;extrait PDF/JSON
C_ayshek;F_aminedimassimohamedaminebaatout;S3;Amine Dimassi, Mohamed Amine Baatout;extrait PDF/JSON
C_kidsbook;F_mohamednadhirbelkhirhafedhdziri;S3;Mohamed Nadhir Belkhir, Hafedh Dziri;extrait PDF/JSON
C_heznimaak;F_youssefmeksi;S3;Youssef Meksi;extrait PDF/JSON
C_poolfishfarmsmartwatermanagement;F_afefbohlisamitabbane;S3;Afef Bohli, Sami Tabbane;extrait PDF/JSON
C_massartengineering;F_mahdighribi;S3;Mahdi Ghribi;extrait PDF/JSON
C_mycity;F_mohamedsamirahoui;S3;Mohamed Sami Rahoui;extrait PDF/JSON
C_tisopia;F_walakasmimohamedboumiza;S3;Wala Kasmi, Mohamed Boumiza;extrait PDF/JSON
C_tunmobsadigitu;F_houssinemidouni;S3;Houssine Midouni;extrait PDF/JSON
C_smaaotunisie;F_amjedbensalah;S3;Amjed Ben Salah;extrait PDF/JSON
C_iristechnologies;F_khaledbouchoucha;S3;Khaled Bouchoucha;extrait PDF/JSON
C_agriland;F_saifeddinekacemayetallahhlaiem;S3;Saifeddine Kacem, AyetAllah Hlaiem;extrait PDF/JSON
C_doctorsina;F_laaroussibenyounes;S3;Laaroussi Ben Younes;extrait PDF/JSON
C_aevny;F_nacirbouaziziahmedbenmarzoug;S3;Nacir Bouazizi, Ahmed Ben Marzoug;extrait PDF/JSON
C_iyadati;F_chekerjarray;S3;Cheker Jarray;extrait PDF/JSON
C_transinsmartin;F_wahidmnasri;S4;Wahid Mnasri;extrait PDF/JSON
C_catrim;F_mohamedamineghorbelbecembenmustapha;S4;Mohamed Amine Ghorbel, Becem Ben Mustapha;extrait PDF/JSON
C_edonec;F_naderzouarizakariahatira;S4;Nader Zouari, Zakaria Hatira;extrait PDF/JSON
C_avempace;F_haythemboughzalaabdelhamidkerkeni;S4;Haythem Boughzala, Abdelhamid Kerkeni;extrait PDF/JSON
C_niwees;F_abdallahnajah;S4;Abdallah Najah;extrait PDF/JSON
C_arsela;F_ineshafiachrefbenouannesahmedbenzineb;S4;Ines Hafi, Achref Ben Ouannes, Ahmed Ben Zineb;extrait PDF/JSON
C_coachingfoot;F_ahmedadalakheireddinefradjhusseinjenayah;S4;Ahmed Adala, Kheireddine Fradj, Hussein Jenayah;extrait PDF/JSON
C_aromrsarl;F_ellyeschakroun;S4;Ellyes Chakroun;extrait PDF/JSON
C_rahbatn;F_mahmoudaboulrob;S4;Mahmoud Aboulrob;extrait PDF/JSON
C_devolutionstudio;F_hidayetayadiseifeddinebenachouroualidkhayattioussemamaatouk;S4;Hidayet Ayadi, Seifeddine Ben Achour, Oualid Khayatti, Oussema Maatouk;extrait PDF/JSON
C_aseptikalab;F_selimazaoualiazizzaouali;S4;Selima Zaouali, Aziz Zaouali;extrait PDF/JSON
C_faavly;F_mohamedaminegrichi;S4;Mohamed Amine Grichi;extrait PDF/JSON
C_universablockchain;F_omarbouattayalexandreborodich;S4;Omar Bouattay, Alexandre Borodich;extrait PDF/JSON
C_surfinpoweredbyincept;F_sofienechaieb;S4;Sofiene Chaieb;extrait PDF/JSON
C_tuniboat;F_ahmedayadi;S4;Ahmed Ayadi;extrait PDF/JSON
C_winshot;F_walidmzoughihelagabsialaamokrani;S4;Walid Mzoughi, Hela Gabsi, Alaa Mokrani;extrait PDF/JSON
C_technologiaacademy;F_mohamedaminehlali;S4;Mohamed Amine Hlali;extrait PDF/JSON
C_minimaai;F_houssemeddinemrad;S4;Houssem eddine Mrad;extrait PDF/JSON
C_reseausocialmedicalsaheelha;F_marwanabidi;S4;Marwan Abidi;extrait PDF/JSON
C_advancedfunctionalitiesforsmarthomecompanywifi;F_lotfiaguerbaoui;S4;Lotfi Aguerbaoui;extrait PDF/JSON
C_zainpulse;F_zainebrezgui;S4;Zaineb Rezgui;extrait PDF/JSON
C_sala7li;F_mohamedaymenbenelhajmabroukinesdhaouadi;S4;Mohamed Aymen Ben Elhaj Mabrouk, Ines Dhaouadi;extrait PDF/JSON
C_appinov;F_haykelmradyazidrahouihenisabbeh;S4;Haykel Mrad, Yazid Rahoui, Heni Sabbeh;extrait PDF/JSON
C_aes;F_aminesouilhi;S4;Amine Souilhi;extrait PDF/JSON
C_stevifpro;F_mohamedmouldiayedsabrilachaal;S4;Mohamed Mouldi Ayed, Sabri Lachaal;extrait PDF/JSON
C_kademia;F_mohamedalijomaa;S4;Mohamed Ali Jomaa;extrait PDF/JSON
C_glamourbyriyem;F_riyemsaidi;S4;Riyem Saidi;extrait PDF/JSON
C_greendyzer;F_faycalsessibassemabdelhakmohamednidhamsfargandoura;S4;Faycal Sessi, Bassem Abdelhak, Mohamed Nidham Sfar Gandoura;extrait PDF/JSON
C_vrcrystalized;F_ahmedkhalilabdelkhalekboulbabazitouni;S4;Ahmed Khalil Abdelkhalek, Boulbaba Zitouni;extrait PDF/JSON
C_evocraft;F_alibelhajzahihaythemdabbabiimenhajji;S5;Ali Belhaj Zahi, Haythem Dabbabi, Imen Hajji;extrait PDF/JSON
C_smartfarm;F_bechirbenbrikahamzakhechine;S5;Bechir Ben Brika, Hamza Khechine;extrait PDF/JSON
C_healup;F_issamezzeddineimedezzeddinebadibouteraa;S5;Issam Ezzeddine, Imed Ezzeddine, Badi Bouteraa;extrait PDF/JSON
C_moovobrain;F_khaoulabenahmedsyrineayarighofraneayarisouleimabentemim;S5;Khaoula Ben Ahmed, Syrine Ayari, Ghofrane Ayari, Souleima Ben Temim;extrait PDF/JSON
C_dataperformers;F_mehdimerai;S5;Mehdi Merai;extrait PDF/JSON
C_approtnl6;F_slimamamounabeghbechirhatirahassenmarzouki;S5;Slim Amamou, Nabegh Bechir Hatira, Hassen Marzouki;extrait PDF/JSON
C_foundpad;F_mehdinakourihazemmhiri;S5;Mehdi Nakouri, Hazem Mhiri;extrait PDF/JSON
C_kaptysarl;F_amineallahmanaikhaleddridi;S5;Amine Allah Manai, Khaled Dridi;extrait PDF/JSON
C_ototravel;F_elyeselloumialiabid;S5;Elyes Elloumi, Ali ABid;extrait PDF/JSON
C_idealconception;F_mehdizaabar;S5;Mehdi Zaabar;extrait PDF/JSON
C_icompass;F_ahmednouissermohamedhatemhaddad;S5;Ahmed Nouisser, Mohamed Hatem Haddad;extrait PDF/JSON
C_edreamcommerce;F_kacemghozzinebylbenattia;S5;Kacem Ghozzi, Nebyl Ben Attia;extrait PDF/JSON
C_vsober;F_syrineboudrigamohamedalaeddinebentrad;S5;Syrine Boudriga, Mohamed Ala eddine Ben Trad;extrait PDF/JSON
C_societeinstitutiondesmodesalternatifsdereglementde;F_kaoutherselmikhalilbensalah;S5;Kaouther Selmi, Khalil Ben Salah;extrait PDF/JSON
C_historio;F_youssefboufaiedmustaphagharbimarwensamiskanderamor;S5;Youssef Boufaied, Mustapha Gharbi, Marwen Sami, Skander Amor;extrait PDF/JSON
C_nachdit;F_ahmedbenhssounanourhaneamara;S5;Ahmed Ben Hssouna, Nourhane Amara;extrait PDF/JSON
C_eveytechnologies;F_noomanelahimermaherhanafi;S5;Noomane Lahimer, Maher Hanafi;extrait PDF/JSON
C_sciencia;F_latifaelghezalmohamedjaidane;S5;Latifa El Ghezal, Mohamed Jaidane;extrait PDF/JSON
C_zatex;F_mohamedmekkimaalej;S5;Mohamed Mekki Maalej;extrait PDF/JSON
C_eatfit;F_skanderbensassi;S5;Skander Ben Sassi;extrait PDF/JSON
C_wantotrip;F_chahrazedremadimakremhermassi;S5;Chahrazed Remadi, Makrem Hermassi;extrait PDF/JSON
C_xpr;F_mohamedazizchahedmohamedithebbenabbesoussamaoudamohamedchebb;S5;Mohamed Aziz CHAHED, Mohamed Itheb Ben Abbes, Oussama Ouda, Mohamed Chebbi;extrait PDF/JSON
C_plateformedeformationelearning;F_nasreddinecherihmarouaneelbehi;S5;Nasreddine Cherih, Marouane El Behi;extrait PDF/JSON
C_oleomarstartupprojet;F_samiguetarinadiabouslimiguetari;S5;Sami Guetari, Nadia Bouslimi Guetari;extrait PDF/JSON
C_utik;F_makremdhifalliaymengatrimounirbezzarga;S5;Makrem Dhifalli, Aymen Gatri, Mounir Bezzarga;extrait PDF/JSON
C_smartbrandweb;F_wajdielfehem;S5;Wajdi El Fehem;extrait PDF/JSON
C_maizfarm;F_hassenmaiz;S5;Hassen Maiz;extrait PDF/JSON
C_magnitechs;F_khaledbenalifatmaghizaouimohamedbenhadjhmidawajihgafsimariem;S5;Khaled Ben Ali, Fatma Ghizaoui, Mohamed Ben Hadj Hmida, Wajih Gafsi, Mariem Gannouni;extrait PDF/JSON
C_iwassel;F_yasminedahloulsarrakhemakhemfirasrhaiem;S6;Yasmine Dahloul, Sarra Khemakhem, Firas Rhaiem;extrait PDF/JSON
C_farmtrust;F_anismezghaniwassimkhiari;S6;Anis Mezghani, Wassim Khiari;extrait PDF/JSON
C_trustit;F_mohamedamineouni;S6;Mohamed Amine Ouni;extrait PDF/JSON
C_fixihatn;F_ahmedbensaid;S6;Ahmed Ben Said;extrait PDF/JSON
C_societedomservices;F_khaleddhifallahennefii;S6;Khaled Dhifallah Ennefii;extrait PDF/JSON
C_thelandlord;F_mohamedfaroukbenachour;S6;Mohamed Farouk Ben Achour;extrait PDF/JSON
C_beneutron;F_zarouimontasarmannaikarim;S6;Zaroui Montasar Mannai Karim;extrait PDF/JSON
C_epilert;F_firasrhaiemharounmoulaamineriahi;S6;Firas Rhaiem, Haroun Moula, Amine Riahi;extrait PDF/JSON
C_blackdunestudio;F_mohamedalihammamihamadmohamedhamadabdenelmraahmedelkadhimoha;S6;Mohamed Ali Hammami Hamad, Mohamed Hamad Abden El Mra, Ahmed EL KADHI, Mohamed BOUABIDI, Ayoub KHAMESSI;extrait PDF/JSON
C_idaratn;F_jelassimohamedaminebakloutibassembensalahslimnourihoussemedd;S6;Jelassi Mohamed Amine, Baklouti Bassem, Ben Salah Slim, Nouri Houssem Eddine;extrait PDF/JSON
C_teskertitn;F_karimjelliti;S6;Karim Jelliti;extrait PDF/JSON
C_getpay;F_slimmoallasalmamoallafaresbouguecha;S6;Slim MOalla, Salma Moalla, Fares Bouguecha;extrait PDF/JSON
C_gofield;F_walidmzoughihelagabsialaamokrani;S6;Walid Mzoughi, Hela Gabsi, Alaa Mokrani;extrait PDF/JSON
C_wantotrip;F_chehrazaderemadimakremhermassi;S6;Chehrazade Remadi, Makrem Hermassi;extrait PDF/JSON
C_technologiaacademy;F_mohamedaminehlaili;S6;Mohamed Amine Hlaili;extrait PDF/JSON
C_kamioun;F_faresbelghithabdelrahmanghariani;S6;Fares Belghith, Abdelrahman Ghariani;extrait PDF/JSON
C_tuniar;F_abdelhamidboukharikalfatsarramohamedkarimsakrani;S6;Abdelhamid Boukhari, Kalfat Sarra, Mohamed Karim Sakrani;extrait PDF/JSON
C_athenaio;F_safwenboualicherifredissiaminetroudi;S6;Safwen Bouali, Cherif Redissi, Amine Troudi;extrait PDF/JSON
C_zolfa;F_adeljeridi;S6;Adel Jeridi;extrait PDF/JSON
C_gofields;F_youssefcherif;S6;Youssef Cherif;extrait PDF/JSON
C_kytoprod;F_olfakilaniepfekitakwamrabetsafabenkhedhermohamedaminebourkhi;S6;Olfa Kilani ep Feki, Takwa Mrabet, Safa Ben Khedher, Mohamed Amine Bourkhis;extrait PDF/JSON
C_sbaworkforce;F_perrinemihelic;S6;Perrine Mihelic;extrait PDF/JSON
C_thinkit;F_joscharauemehemedbougsea;S6;Joscha Raue, Mehemed Bougsea;extrait PDF/JSON
C_servistn;F_mohamedazizbelhadjjradnadaboukhalfa;S6;Mohamed Aziz Belhadj, Jrad Nada Boukhalfa;extrait PDF/JSON
C_hooloos;F_mohamedbhibahmehdigabsi;S6;Mohamed Bhibah, Mehdi Gabsi;extrait PDF/JSON
C_besttech;F_mohamedamineboubakri;S6;Mohamed Amine Boubakri;extrait PDF/JSON
C_digistart;F_walidbousninaaymenhammemichamseddinebezzaouia;S6;Walid Bousnina, Aymen Hammemi, Chamseddine Bezzaouia;extrait PDF/JSON
C_fivepoints;F_wassimjouinimohamedfaresoueslati;S7;Wassim Jouini, Mohamed Fares Oueslati;extrait PDF/JSON
C_datavision;F_skanderamorborhenjlidi;S7;Skander Amor, Borhen Jlidi;extrait PDF/JSON
C_resrv;F_ahmedtaktaknabilgazdar;S7;Ahmed Taktak, Nabil Gazdar;extrait PDF/JSON
C_neptunemosaic;F_ziedabbes;S7;Zied Abbes;extrait PDF/JSON
C_taderok;F_ahmeddhiebanoirdhieb;S7;Ahmed Dhieb, Anoir Dhieb;extrait PDF/JSON
C_intigrow;F_bassembouguerranebiljridet;S7;Bassem Bouguerra, Nebil Jridet;extrait PDF/JSON
C_artify;F_yahiamgarrech;S7;Yahia Mgarrech;extrait PDF/JSON
C_tirarobots;F_wassimbenhmidaazzaattia;S7;Wassim ben Hmida, Azza Attia;extrait PDF/JSON
C_historiar;F_houdabakirjihedmakni;S7;Houda Bakir, Jihed Makni;extrait PDF/JSON
C_couscousconnection;F_edrisskharroubiessaiedrachidkharroubiessaied;S7;Edriss Kharroubi Essaied, Rachid Kharroubi Essaied;extrait PDF/JSON
C_neoshop;F_doniafayachahmednsiri;S7;Donia Fayach, Ahmed Nsiri;extrait PDF/JSON
C_swanina;F_sanahafsa;S7;Sana Hafsa;extrait PDF/JSON
C_smartlogger;F_mohamedtaghoutimehditaghouti;S7;Mohamed Taghouti, Mehdi Taghouti;extrait PDF/JSON
C_provenmed;F_souheilguessoumaminestaaliahmedboughaleb;S7;Souheil Guessoum, Amine Staali, Ahmed Boughaleb;extrait PDF/JSON
C_lightency;F_jaafarsaiedmohamedmnifboubakerselmi;S7;Jaafar Saied, Mohamed Mnif, Boubaker Selmi;extrait PDF/JSON
C_cure;F_mohameddhaouafi;S7;Mohamed Dhaouafi;extrait PDF/JSON
C_rebootkamp;F_lotfidarragihughboselytarekchehidiaymenbenhassinebilellabidi;S7;Lotfi Darragi, Hugh Bosely, Tarek Chehidi, Aymen Ben Hassine, Bilel Labidi;extrait PDF/JSON
C_tledger;F_hichembenfadhlaminebenabderrahman;S7;Hichem Ben Fadhl, Amine Ben Abderrahman;extrait PDF/JSON
C_sala7li;F_mohamedaymenbenhadjmabroukinesdhaouadi;S7;Mohamed Aymen Ben Hadj Mabrouk, Ines Dhaouadi;extrait PDF/JSON
C_tuniboat;F_ahmedayadi;S7;Ahmed Ayadi;extrait PDF/JSON
C_bebouncy;F_ayoubbenyounessophiealexandraaiachiassadbenmrad;S7;Ayoub Ben Younes, Sophie Alexandra Aiachi, Assad Ben Mrad;extrait PDF/JSON
C_creatiview;F_youssefmeksinouralaya;S7;Youssef Meksi, Nour Alaya;extrait PDF/JSON
C_bonheure;F_nourtekayaskandergafsi;S7;Nour Tekaya, Skander Gafsi;extrait PDF/JSON
C_coursesgolf;F_assiltalmoudi;S7;Assil Talmoudi;extrait PDF/JSON
