startup_id,founder_id,session,societe,fondateur
C0562,F1011,07/2020,ÖMyCamp,Mohamed Ali Atig
C0563,F1012,07/2020,econsulting,Imededdine Snoussi
C0536,F1013,07/2020,فرید حول العالم,Wissem Labbadi
C0536,F1014,07/2020,فرید حول العالم,Aymen Gabsni
C0564,F1015,07/2020,Artisup,Seif Eddine Saâdaoui
C0564,F1016,07/2020,Artisup,Mohamed Khlifi El Abed
C0564,F1017,07/2020,Artisup,Tarek Guermazi
C0565,F1018,07/2020,Expenditure,Iheb Akrimi
C0566,F1019,07/2020,APP4MOB BUSINESS SOLUTIONS,Khalil Ben Romdhane
C0567,F1020,07/2020,TAMWIL.TN,Nihed Ben Youssef
C0567,F1021,07/2020,TAMWIL.TN,Elmed Bensaoudi
C0567,F1022,07/2020,TAMWIL.TN,Ichrak Ben Youssef
,F1023,07/2020,ALMOURAFEK,Imène Khanfir Kallel
,F0526,07/2020,ALMOURAFEK,Sonda Ammar Bouhamed
,F0627,07/2020,SECURAS,Mohamed Amine Guettat
,F1024,07/2020,Examido,Hajer El Hedi
,F1025,07/2020,TOLEDO,Lotfi Benmosbah
,F1026,07/2020,TOLEDO,Aziz Benmosbah
,F0688,07/2020,TOLEDO,Zied Chaabane
,F0689,07/2020,TOLEDO,Haifa Fodha
,F0698,07/2020,Finispia,Alaa Guidara
,F0123,07/2020,Finispia,Mohamed Kallel
,F1027,07/2020,Amiral,Amin Ben Abdallah
,F0853,07/2020,We-Settle,Wael Moula
,F0854,07/2020,We-Settle,Naima Moula
,F0690,07/2020,CHMISA,Bechir Taboubi
C0568,F1028,07/2020,Street Car Hub,Walid M'Sallem
C0568,F0909,07/2020,Street Car Hub,Ghazi Mensi
,F0462,07/2020,NG Technologies,Moez Ben Mbarka
,F1029,07/2020,NG Technologies,Khadija Ferjani
C0569,F0197,07/2020,Safozi,Zied Ouled Ali
C0570,F1030,08/2020,Addresti,Nour El Houda Benzarti
C0570,F1031,08/2020,Addresti,Mohamed Ali Torjmen
C0570,F1032,08/2020,Addresti,Mohamed Salem Bchir
C0570,F1033,08/2020,Addresti,Hichem Elloumi
C0570,F1034,08/2020,Addresti,Fatma Mokadmi
C0571,F1035,08/2020,DEDALE SOLUTIONS,Riadh Brinis
C0571,F1036,08/2020,DEDALE SOLUTIONS,Khalil Masmoudi
C0571,F1037,08/2020,DEDALE SOLUTIONS,Sawsan Bellaj
C0572,F1038,08/2020,Etakwin,Moez Bouhlel
C0572,F1039,08/2020,Etakwin,Mhammed Bellaj
C0572,F1040,08/2020,Etakwin,Bassem Ben Jmeaa
C0573,F1041,08/2020,Autoshop.tn/ETL Technology,Mohamed Ali Ellouze
C0573,F1042,08/2020,Autoshop.tn/ETL Technology,Achraf Guidara
C0573,F1043,08/2020,Autoshop.tn/ETL Technology,Hatem Abidi
C0574,F1044,08/2020,DIDA MIND,Soumaya Ben Abdallah
C0575,F1045,08/2020,GST,Nesria Lehiani
C0576,F1046,08/2020,Improve Software TN ai diagnosis vision,Salah El Amami
C0576,F1047,08/2020,Improve Software TN ai diagnosis vision,Saoussen Ayari
C0576,F1048,08/2020,Improve Software TN ai diagnosis vision,Anouar Nechi
C0577,F1049,08/2020,GENI,Mohamed Ali TBESSI
C0578,F1050,08/2020,HAKIM TECHNOLOGIES,Mondher Hakim
C0578,F1051,08/2020,HAKIM TECHNOLOGIES,Mohamed Mabrouk
C0578,F1052,08/2020,HAKIM TECHNOLOGIES,Nermine Marzouki
C0579,F1053,08/2020,D-WEE,Taha Grach
C0579,F1054,08/2020,D-WEE,Bassem Mlayah
C0579,F1055,08/2020,D-WEE,Mohamed Aziz Hannachi
C0580,F1056,08/2020,HOMEJEK,Anis Mzoughi
C0580,F1057,08/2020,HOMEJEK,Fares Amor
C0581,F0545,08/2020,MTCE,Dhafer Ben Amor
C0581,F0547,08/2020,MTCE,Nidhal Ben Amor
C0581,F1058,08/2020,MTCE,Zied Rouissi
C0582,F1059,08/2020,Angel Protector/ AMZi Smart Solutions,Yassine Timoumi
C0582,F1060,08/2020,Angel Protector/ AMZi Smart Solutions,Johannes Jones
C0582,F1061,08/2020,Angel Protector/ AMZi Smart Solutions,Jihed Jaouabi
C0583,F1062,08/2020,Lanterns,Oussama mariem
C0583,F1063,08/2020,Lanterns,Nabil Brahem
C0583,F0444,08/2020,Lanterns,Amine Gara
C0584,F1064,08/2020,Analytix,Mariam Ouanes
C0584,F1065,08/2020,Analytix,Sami Chammakhi
C0585,F1066,08/2020,M&C,Aymen Mechria
C0586,F0088,08/2020,Makerfy,Hani Hamrouni
C0586,F1067,08/2020,Makerfy,Davide Di Majo
C0586,F1068,08/2020,Makerfy,Mohamed Nawes
C0587,F1069,08/2020,Lead Youth,Yasmine Ferchichi
C0587,F1070,08/2020,Lead Youth,Walid Slama
C0588,F0253,08/2020,Points Cadeaux,Ahmed Ayadi
C0588,F0145,08/2020,Points Cadeaux,Beldi Zied
C0589,F1071,08/2020,mintounes,Ghizlaine Beldi
C0589,F1072,08/2020,mintounes,Anis Harzallah
C0589,F1073,08/2020,mintounes,Med Salah Mbarek
C0590,F0743,08/2020,TAWA,Mohamed Maalej
C0590,F1074,08/2020,TAWA,Mohamed Elaid Karaouli
C0590,F1075,08/2020,TAWA,Oussama Karaouli
C0591,F1076,08/2020,Drone filaire,Yassine Karaouli
C0591,F1077,08/2020,Drone filaire,Wassim Karaouli
C0592,F1078,08/2020,Full Health,Selim Ben Mrad
C0592,F1079,08/2020,Full Health,Ghaleb Ben Ali
C0592,F1080,08/2020,Full Health,Imen Baklouti
C0593,F1081,08/2020,WeRebase,Nadhir Douma
C0593,F1082,08/2020,WeRebase,Karim Daghari
C0594,F1083,08/2020,Afia Tech,Afia Tech Laith Glissa
C0594,F0691,08/2020,Afia Tech,Mohamed Hedi Ben Hamed
C0595,F1084,08/2020,SPORTOLOGY,KLAY
C0595,F0692,08/2020,SPORTOLOGY,Moez Aousji
C0595,F0622,08/2020,SPORTOLOGY,Sabrine Ibrahim
C0596,F1085,08/2020,Société Classquiz,Class Quiz Achref Dawahi
C0596,F0624,08/2020,Société Classquiz,Omar Trabelsi
C0596,F0901,08/2020,Société Classquiz,Haithem Kchaou
C0597,F1086,08/2020,Nebulabs,Kyteb
C0597,F0902,08/2020,Nebulabs,Chehir Dhawedi
C0598,F1087,08/2020,Scaphandry,Rent a tutor Abdeljalil Ghattas
C0599,F1088,08/2020,Digital GROWUP APPLICATIONS « DGA »,GrowApp Wael Aouididi
C0600,F1089,08/2020,Ste Hope Healthcare Solutions,Le Comet  Tarek Mnaffakh
C0600,F0842,08/2020,Ste Hope Healthcare Solutions,Mohamed Hedi Achour
C0600,F0843,08/2020,Ste Hope Healthcare Solutions,Yosr Naija
C0601,F1090,08/2020,THEMAZEGROUP,iSporit Yassine Achour
C0601,F0845,08/2020,THEMAZEGROUP,Karim Zehani
C0601,F0846,08/2020,THEMAZEGROUP,Mohamed Wassim Benzarti
C0601,F0906,08/2020,THEMAZEGROUP,Khalil Ben Zineb
,F1091,08/2020,School Upgrader,School Upgrader
,F0907,08/2020,School Upgrader,Oussama Ben Zineb
,F1092,08/2020,School Upgrader,Amine Rekhis
C0602,F1093,08/2020,STE Industrial FACTOORYA Tech,FACTOORYA Yassine Khlass
C0602,F1094,08/2020,STE Industrial FACTOORYA Tech,Mohamed Seifedinne Bouarada
C0603,F1095,09/2020,WeMove,Mohamed Khelil
C0603,F1096,09/2020,WeMove,Mejdi Mbarek
C0603,F1097,09/2020,WeMove,Ghanmi Ayhem
C0604,F1097,09/2020,HackUp,Ghanmi Ayhem
C0604,F1098,09/2020,HackUp,Mohamed Aziz Najjar
C0605,F1099,09/2020,wammya,Ahmed Lachheb Lahlaoui
C0605,F1100,09/2020,wammya,Walid Negra
C0606,F1101,09/2020,Orthlane,Ali Karray
C0606,F1102,09/2020,Orthlane,Ali Safsafi
C0607,F1103,09/2020,ETNAFES,Ichrak Aouissaoui
C0607,F1104,09/2020,ETNAFES,Najeh Bedhief
C0608,F1105,09/2020,Idaraty.tn,Ahmed Zoghlami
C0609,F1106,09/2020,Healthy & Bnin,Soumaya Atoui
C0609,F1107,09/2020,Healthy & Bnin,Farah M'seddi
C0610,F1108,09/2020,Services voitures épaves (SVE),Slim M'seddi
C0610,F1109,09/2020,Services voitures épaves (SVE),Jalel Satouri
C0611,F0060,09/2020,Autorent,Moslem Ben Dhaou
C0611,F1110,09/2020,Autorent,Achref Hayouni
C0612,F1111,09/2020,Cubed,Hassen Mezghani
C0612,F1112,09/2020,Cubed,Sarra Ben Helal
C0613,F1113,09/2020,Smelsy.com,Med slim BOUAZIZ
C0614,F1114,09/2020,iCan-C,Ali Ajili
C0614,F1115,09/2020,iCan-C,Yosr Jazzar
C0614,F1116,09/2020,iCan-C,Sami Khouaja
C0615,F1117,09/2020,MTTN,Naji Bou Habib
C0615,F1118,09/2020,MTTN,Nabil Fatmi
C0616,F1119,09/2020,Bladiz king Chemicals Solutions,Ameur Baccoucha
C0616,F1120,09/2020,Bladiz king Chemicals Solutions,Sadok Maamar
C0616,F1121,09/2020,Bladiz king Chemicals Solutions,Hassen Mchaalia
C0616,F1122,09/2020,Bladiz king Chemicals Solutions,Ons Ayari
C0616,F1123,09/2020,Bladiz king Chemicals Solutions,Mohamed Nejib Youssef
C0616,F1124,09/2020,Bladiz king Chemicals Solutions,Jalel Dahas
C0617,F1125,09/2020,MEDICAL SERVICES & SOLUTIONS INTER,souhir Zaoui
C0617,F1126,09/2020,MEDICAL SERVICES & SOLUTIONS INTER,Sami Hamila
C0617,F1127,09/2020,MEDICAL SERVICES & SOLUTIONS INTER,Maher Cheour
C0618,F1128,09/2020,Doctourna,Moetaz Torkhani
C0619,F1129,09/2020,Aladdin,Hichème Kaboudi
C0619,F1130,09/2020,Aladdin,Mohamed Wissem Landolsi
C0620,F1131,09/2020,Portail de technologies industrielles et innovations,Walid Landolsi
C0620,F1132,09/2020,Portail de technologies industrielles et innovations,Imen Gaida
C0620,F1133,09/2020,Portail de technologies industrielles et innovations,Heni Mechichi
C0621,F1134,09/2020,New Life,Abderrahmen Ben Gdara
C0622,F1135,09/2020,Sampapp,Taher Ghrissi
C0623,F1136,09/2020,SAFEOPS,Hakim Chemam
C0624,F1137,09/2020,Dinaro,Khalil Jelassi
C0624,F1138,09/2020,Dinaro,Radhouane Slimani
C0624,F1139,09/2020,Dinaro,Saif eddine Souilmi
C0625,F1140,09/2020,Farmvie,Yasser Souilmi
C0625,F1141,09/2020,Farmvie,Hamza Beji
C0626,F1142,11/2020,Groupado,Selim Tekaya
C0626,F1143,11/2020,Groupado,Mohamed Ghazouani
C0626,F1144,11/2020,Groupado,Achraf Aouadi
C0627,F1145,11/2020,WildyNess,Rim Bourguiba
C0627,F1146,11/2020,WildyNess,Hamza Gassem
C0628,F1147,11/2020,AVOPRO,Hatem Hamdi
C0628,F1148,11/2020,AVOPRO,Abdel Karim Ben Abdel Malek
C0628,F1149,11/2020,AVOPRO,Wafa Gabsi
C0629,F1149,11/2020,ARCHIVART,Wafa Gabsi
C0629,F1150,11/2020,ARCHIVART,Mohamed Khalil Liouane
C0630,F1151,11/2020,Tinest,Khouloud Bouazizi
C0630,F1152,11/2020,Tinest,Zayneb Ghodhbani
C0631,F1153,11/2020,Elco Solutions,Wajdi Darmoul
,F0795,11/2020,NeuroData,Yassine Hamdaoui
,F1154,11/2020,NeuroData,Selim Themouni
C0632,F0720,11/2020,Khadamny,Selim Mraidi
C0632,F0721,11/2020,Khadamny,Atef Sedraoui
C0633,F1155,11/2020,WONDER WORK,Yamina Rachdi
C0633,F1156,11/2020,WONDER WORK,Wafi Bouassida
C0634,F1157,11/2020,Tashfeen,Mounir Bouassida
C0634,F1158,11/2020,Tashfeen,Tarek Ben Sassi
C0635,F1159,11/2020,Autoprix.tn,Mohamed Amine Ben Sassi
C0636,F1160,11/2020,Société Souk El-Ghorba,Mohamed Ali Kammoun
C0637,F1161,11/2020,Smart City,Ali Boukhachem
C0637,F1162,11/2020,Smart City,Bechir Gtari
C0638,F1163,11/2020,Civitas,Firas Gaffari
C0638,F1164,11/2020,Civitas,Houssem Akrout
C0638,F1165,11/2020,Civitas,Bilel Knaissi
C0639,F1166,11/2020,Celebrioo,Mootaz Billeh Chaabani
C0640,F1167,11/2020,elprojet,Akram Mrad
C0640,F1168,11/2020,elprojet,Malek Zlitni
C0641,F1169,11/2020,ﻲﺑﯾﺟد  - Jeeby,Walid bousnina
C0641,F0390,11/2020,ﻲﺑﯾﺟد  - Jeeby,Chamseddine Bezzaouia
C0641,F1170,11/2020,ﻲﺑﯾﺟد  - Jeeby,Youssef Fakhfakh
C0642,F1171,11/2020,ClickBus,Zied Agrebi Orabi
C0642,F1172,11/2020,ClickBus,Mohamed Debbabi
C0643,F1173,11/2020,Xchange,Ismail Talbi
C0644,F1174,11/2020,Alfikr,Brahim Jrah
C0644,F1175,11/2020,Alfikr,Mohamed Ali Taoues
C0645,F1176,11/2020,UpKurs,Nidhal Jammali
C0645,F1177,11/2020,UpKurs,Selsebil Ben El Haj Sghaier
C0645,F1178,11/2020,UpKurs,Gadus Niyonzima
C0646,F1179,11/2020,WOTE,Joshua King Isezerano
C0646,F1180,11/2020,WOTE,Sarah mellouli
C0646,F1181,11/2020,WOTE,Melek Gharbi
C0647,F1182,11/2020,Ba9chich,Bilel Ouersighni
C0647,F1183,11/2020,Ba9chich,Ibtihel Haddedi
C0648,F1183,11/2020,Machmoom,Ibtihel Haddedi
C0648,F1184,11/2020,Machmoom,Skander Haddedi
C0649,F1185,11/2020,Hanoutify,Tarek Berrehouma
C0649,F1186,11/2020,Hanoutify,Mohamed Ben Rhouma
C0650,F1187,11/2020,LoDeep,Zied Ben Amar
C0650,F1188,11/2020,LoDeep,hanene Moalla
C0651,F1189,11/2020,REC-INov سﻧوﺗ en ligne,Jamila Khlif
C0651,F1190,11/2020,REC-INov سﻧوﺗ en ligne,Wajdi Moalla
C0651,F1191,11/2020,REC-INov سﻧوﺗ en ligne,Salma Aouini
C0652,F1192,11/2020,Société Evolutik,Evolutik
C0652,F0848,11/2020,Société Evolutik,Mourad Mathari
C0652,F1055,11/2020,Société Evolutik,Mohamed Aziz Hannachi
,F1193,11/2020,HOMEJEK,HOMEJEK
,F1056,11/2020,HOMEJEK,Anis Mzoughi
C0653,F1194,11/2020,STE SMELSY,Smelsy.com Med slim Bouaziz
C0654,F1195,11/2020,STE Fouita,Fouita Abdelhay Najjar
C0654,F0897,11/2020,STE Fouita,Jamoussi Ahmed
C0654,F0898,11/2020,STE Fouita,Jihed Bouguerra
C0655,F1196,11/2020,Eventizer Platforms,Eventizer
C0655,F0899,11/2020,Eventizer Platforms,Yassine Abbes
C0655,F0900,11/2020,Eventizer Platforms,Oussema Samet
C0655,F1197,11/2020,Eventizer Platforms,conception et vente d'un
C0655,F0855,11/2020,Eventizer Platforms,Sabri Mhimdi
C0656,F1198,11/2020,4InA Technologie,système de télégestion
C0656,F1199,11/2020,4InA Technologie,Zribi Hinda
C0656,F1200,11/2020,4InA Technologie,d'énergie électrique
C0656,F1201,11/2020,4InA Technologie,Youssef Said
,F1202,11/2020,Travaris,Travaris Berkay Alkisel
,F1203,11/2020,Travaris,Ahmad Abd Arrahman
,F0849,11/2020,Travaris,Nesrine Chemkhi
C0657,F1204,11/2020,El Food Lab Traiteur Cuisine Revisitée,El Food Lab
C0657,F0850,11/2020,El Food Lab Traiteur Cuisine Revisitée,Mohamed Guinoubi
C0658,F0635,11/2020,STE TUNISIENNE CO-SOLAR DES INNOVATIONS,Mahmoud Hammami
C0658,F1205,11/2020,STE TUNISIENNE CO-SOLAR DES INNOVATIONS,Co-Solar
C0659,F1206,11/2020,TECHNOLOGIQUES SOLAIRES,Yessin Boutabba
C0659,F1107,11/2020,TECHNOLOGIQUES SOLAIRES,Farah M'seddi
C0660,F1207,11/2020,Services Voitures Epaves,Services voitures épaves Slim M'seddi
C0660,F1208,11/2020,Services Voitures Epaves,Jalel SATOURI
C0660,F1209,11/2020,Services Voitures Epaves,Mohamed Torkhani
C0660,F1210,11/2020,Services Voitures Epaves,Talel Mouaada
C0661,F1211,11/2020,Fantastic Mall,Fantastic Mall Mohamed El kamel
C0661,F1212,11/2020,Fantastic Mall,Saber Ben Ahmed
C0661,F1213,11/2020,Fantastic Mall,Sahbi Ben Fredj
C0661,F1051,11/2020,Fantastic Mall,Mohamed Mabrouk
C0661,F1214,11/2020,Fantastic Mall,Nemine Marzouki
C0662,F1215,11/2020,STE D-WEE,D-WEE Taha Grach
C0662,F1054,11/2020,STE D-WEE,Bassem Mlayah
C0663,F1216,12/2020,Telum,Nour Ehore Ghoseh Amal
C0664,F1217,12/2020,Ma Formation Privilee,Helmi Mash
C0665,F1218,12/2020,AirGraph,GHAYTH Bouygatta Lafalfa Rash Edouard Guilhot Daniel Balleger
C0666,F1219,12/2020,LG P,Ahmed Miffes
C0667,F1220,12/2020,WAMIA,Abdereazak Ahlou Al Cherif Amri Kekasae
C0668,F1221,12/2020,moudda.com,Meeki Musselderb Karman Rokkane
C0669,F1222,12/2020,wiTrade,Mierten Nebi Zainib Nebi Taha Haitie
C0670,F1223,12/2020,SOAR,Aymen Tabi Nour Bourataize
C0671,F1224,12/2020,Datagram,Mohamed Ali Ben Aleya
C0672,F1225,12/2020,IBIS Technologies,Khaled Bouchousha
,F1226,12/2020,PROSERVY,Ahmed Didi Wassim Ioani Mohamed Diyan Koutini
C0673,F1227,12/2020,Cagronte Fid,Omar Bacar Cager Bouchousha
C0674,F1228,12/2020,Smarth,Ramzi Zefani
C0675,F1229,12/2020,NetShake,Raith Bensi Abdalah Bakke
C0676,F1230,12/2020,Go Staff,Mohamed Hanoun Ouannes Wassim Khalfa
C0677,F1231,12/2020,Kn_Traffic,Mohamed Salah Zaggar
C0678,F1232,12/2020,Bridge ITops,Wald Saad
C0679,F1233,12/2020,WARM,Marwa Ben Aissa
C0680,F1234,12/2020,LEEVVA Communication,Wissem Bougulla Loc Lafhiq
C0681,F1235,12/2020,BasketID,Karmir Jabali Maker Chukai Wael Kaiso
C0682,F1236,12/2020,Key Software,Khaled Saddani
C0683,F1237,12/2020,BAIT,Ahmed Trad
C0684,F1238,12/2020,The Mission,Fatin Maslei Sandari Elbawi
C0685,F1239,12/2020,instead,Karmir Ben Abdalaziz Arwa Bel Hiji Taha Beri Amal Guzman
C0686,F1240,12/2020,MICRO DEVICE TUNISA,Hamdil Ben Amor
C0687,F1241,12/2020,Droopex,Ahmed Allesch Waet Allesch
C0688,F1242,12/2020,OnePack,Sarra Fehail Firas Dheouad Malik Ahmed
C0689,F0624,12/2020,Omaris Wood,Omar Trabelsi
C0690,F1243,12/2020,OMNIUP,Karim Jelliti Issam Essefi Ali Sakka
C0691,F1244,12/2020,إبراهيم الدين - VirtuA Agency,Siem Ouled Hsin
C0692,F1245,12/2020,EVO ENERGIZE,Maher Amara Safa Bouhajar
C0693,F1246,12/2020,Pabitel.tn,Syrine Zgueb
C0694,F1247,12/2020,Jood Lab,Mohamed Belghith Younes Ben Mabrouk
C0695,F1248,12/2020,World Wide Security,Mohamed Aziz Elmabrouk
C0696,F1249,12/2020,Mat7irech,Mohamed Harbaoui
C0697,F1250,12/2020,Flow,Omar Guizani Maher Bouzid
C0698,F1251,01/2021,Menutium,Salem Mosbah
C0698,F1252,01/2021,Menutium,Amine Mlika
C0699,F1253,01/2021,Mymall.tn,Inès Béjar
,F0913,01/2021,iMMOTECH,Cyrine Ben Ayed
,F1254,01/2021,iMMOTECH,Andolsi Jihed
,F1255,01/2021,iMMOTECH,Yassine Jalloul
C0700,F1256,01/2021,XQuant Software,Chea Srun
C0701,F1257,01/2021,Medquick,Ahmed Turki
C0701,F1258,01/2021,Medquick,Mustapha Turki
C0702,F0576,01/2021,7 healthcare,Haythem Zouaoui
C0702,F1259,01/2021,7 healthcare,Mohamed Riadh Bhar
C0702,F1260,01/2021,7 healthcare,Khadija Mahjoub
C0703,F1261,01/2021,Cognira Tunisia,Hatem Sellami
C0703,F1262,01/2021,Cognira Tunisia,Makrem Zannouni
C0703,F1263,01/2021,Cognira Tunisia,Kais Jrad
C0704,F1264,01/2021,Linkedfishers/Hookedup,Ayed Guembri
C0704,F1265,01/2021,Linkedfishers/Hookedup,Abdessattar Tajouri
C0704,F1266,01/2021,Linkedfishers/Hookedup,Nawfel Ben Moussa
C0705,F1267,01/2021,SeaBot,Kelboussi Rami
C0705,F1268,01/2021,SeaBot,Marwen Bousmina
C0706,F1269,01/2021,Ms. Marion,Insaf Hamdi
C0706,F1270,01/2021,Ms. Marion,Selma Belkhodja
C0707,F1271,01/2021,WKE par FLEXITEK,Fondateur non lisible dans l’OCR
C0708,F1272,01/2021,e-Scola,Sami Mlaiki
C0708,F1273,01/2021,e-Scola,David Simb
C0709,F1274,01/2021,Tinith IBPM Automation Booster,Ouassim Bouzid
C0709,F1275,01/2021,Tinith IBPM Automation Booster,Ramzi Abidi
C0710,F1276,01/2021,Pulpetech,Wafa Abbes
C0710,F1277,01/2021,Pulpetech,Oussama Jrad
C0711,F1278,01/2021,MineClap,Taha Yassine Chahed
C0711,F1279,01/2021,MineClap,Hamed Khalil Maaref
C0711,F1280,01/2021,MineClap,Slim Maaref
C0712,F1281,01/2021,FinBudd.com,Ons Bouali
C0713,F1282,01/2021,YAGRI,Yasser Belguesmi
C0713,F1283,01/2021,YAGRI,Bouallagui Dorsaf
,F1284,01/2021,7keema,Sahar Awad
,F1285,01/2021,7keema,Tamer Shawer
,F0472,01/2021,7keema,Amr Bakr
C0714,F1286,01/2021,Arabclassroom,Chokri Samaali
C0715,F1287,01/2021,Smart Racing Hub,Oussema Dhaouadi
C0716,F1288,01/2021,société Lave'rit,Hedi Hrigua
C0716,F1289,01/2021,société Lave'rit,Oussama Hlaoui
C0717,F1290,01/2021,Arty,Inès Gharbi
C0717,F1291,01/2021,Arty,Anouer Kalel
C0717,F1292,01/2021,Arty,Mohamed Ali Said
C0718,F1293,01/2021,PLUS WEB Solutions,Amina Triki
C0719,F1294,01/2021,AREAS (Agro Responsible Ecologic African Services),Zahra Shiri
C0719,F1295,01/2021,AREAS (Agro Responsible Ecologic African Services),Hassen Ouerghemmi
C0720,F1296,01/2021,EZ-TOOL,Mehdi Tatar
C0720,F1297,01/2021,EZ-TOOL,Khalil Chelly
C0721,F1298,01/2021,e-dengri,Maroua Ben Charrada
C0721,F1299,01/2021,e-dengri,Belhaj Ines
C0722,F1300,01/2021,JEY,Seifeddine Miladi
C0722,F1301,01/2021,JEY,Slim Sghir
C0723,F1302,01/2021,SMARTravel,Houcem Hajji
C0723,F1303,01/2021,SMARTravel,Wajdi Bechaouech
C0724,F1304,01/2021,HiMyCoach.com,Rassil Rnouma
C0724,F1305,01/2021,HiMyCoach.com,Enkhsanaa Achour
C0725,F1306,01/2021,Itialus Fidexia North Africa,Sami Ben Salem
C0725,F1307,01/2021,Itialus Fidexia North Africa,Wafa Cherid
C0726,F1308,01/2021,zeromate,Samir Chafai
C0727,F1309,01/2021,Koodys / Thor System,Mohamed Salah Nachi
C0727,F1310,01/2021,Koodys / Thor System,Malek Redissi
C0728,F1311,01/2021,Chill&Lit,Fares Kotti
C0729,F1312,01/2021,Overlapping UVs,Youssef Mejri
C0729,F1313,01/2021,Overlapping UVs,Makrem Cherni
C0730,F1314,01/2021,ABC Dev,Sdiri Mahdi
C0730,F1315,01/2021,ABC Dev,Manel Ouerhani
C0731,F1316,01/2021,BOXSTOP,Ghada Jandoubi
C0731,F1317,01/2021,BOXSTOP,Lauret Hanout
C0732,F1046,02/2021,Expert Team Tunisie,Salah El Amami
C0733,F1318,02/2021,Medikadvisor,Haithem Ben Jemia Zied Ouled Ali
C0734,F1319,02/2021,UNIK CHIK,Samia Mbarek
C0735,F1320,02/2021,LUNAR EPS,Ahmad Hentati Mahdi Ghribi
C0736,F1321,02/2021,AOS INTERNATIONAL,Rudolph Cerqueira
C0737,F1322,02/2021,FelCloud,Mohamed Amine Ibrahim
C0738,F1323,02/2021,Ste Magicube Industrie,Walid Chaabene
C0739,F1324,02/2021,Bepeep Health,Ahmed Choucheni Mohamed Choucheni
C0740,F1325,02/2021,WARENA,Naziha Ouanes Mohamed Boumiza Med Amine Jebabli
C0741,F1326,02/2021,LA FIBRE ARTISANALE,Khaled Ben Brahim Samia Cherif
C0742,F1327,02/2021,Handmade Tunisia,Khaoula Habouria
C0743,F1328,02/2021,"Kartago Dattes Snacks, Ingredients and Extracts",Fares Horchani
C0744,F1329,02/2021,BYEISSA,Ahmed Elmi Mohamed Jbalia Souhaib Rejeb Wajdi Tayachi
C0745,F1330,02/2021,VISTASY,Ahmed Badaoui Ibtissem Kadri
C0746,F1331,02/2021,HOPE HORIZON,Raouf Ben Aissa Youssef Zied Elhechmi Mohamed Aziz Belaweid Mohamed Wassim Benzarti Najla Ghrairi
C0747,F1332,02/2021,Picstore,Abdellatif Najjar Mariam Labidi Mourad Blaich
,F1333,02/2021,Meilleure Vie Etudiants Tunisie,Wissem Hakiri Mohamed Guediche Wided Hakiri
C0748,F1334,02/2021,Fisco,Ismail Abdellaoui Mohamed Sghaier Alaa Souid Farouk Skhiri
C0749,F1335,02/2021,Bridges S.A,Mahmoud Aljan
C0750,F1336,02/2021,Soon Marine,Aziz Thraya Chokri Ben Sassi
C0751,F1337,02/2021,BAKO MOTORS,Boubaker Siala Rached Ben Hmadou Mahmoud Siala
C0752,F1338,02/2021,affipro,Youssef Ennasri
C0753,F1339,02/2021,Lait Espoir,Hayfa Khalfaoui
C0754,F1340,02/2021,Byessa.com,Mohamed Slim Mansouri Asma Saidi
C0755,F1341,02/2021,WaterSec,Ahmed Slim Bouakez Khoubeib Tlili Zoubeir Zarrouk Mohamed Guenbri
C0756,F1342,02/2021,Gelivro,Ramzi Houidi Rim Harabi
C0757,F1343,02/2021,Konnect,Amin Ben Abderrahman
C0758,F1344,02/2021,Vetsbook.net,Salaheddine Ogontayo Hammouda Houcem Marouane Skandaji
C0759,F1345,02/2021,GARANTY,Mustapha Messaoudi Hamza Messaoudi
C0760,F1346,02/2021,WMS,Mohamed Naoues Yosr Salhi
C0761,F1347,02/2021,Coursify,Kalthoum Frigui Mohamed Soussi
C0762,F1348,02/2021,Customing,Salah Riahi
C0763,F1349,02/2021,Petit sook,Dorra Haddad zarraa Ebtissem Sahtout Sirine Berguiga
C0764,F1350,02/2021,OCTARYN,Idriss Fessi
C0765,F1351,02/2021,Carhabty.tn,Anis Boufahja Slim Rouissi
C0766,F1352,02/2021,Green Travel Solutions ( Zmorda ),Wael Arfaoui Sirine Ayadi Montassar Kammakh
C0767,F1353,02/2021,Jobelle,Belkis Bouali
C0768,F1354,02/2021,Amazigh,Rania Makhlouf Firas Chetouane
C0769,F1355,02/2021,Futura energy Tn,Anis Kmali Rawdha Bessaoud
C0770,F1356,02/2021,Ricality,Mohamed Wajih Bejaoui Mohamed Alaa Hamdi Mohamed Jihed Hmida Mohamed khalil Fitouri
C0771,F1357,02/2021,Hello Dati,Nizar Hamdi Adnene Aroua
C0772,F1358,02/2021,IB Space,Ghada Sayeh Cherif Foued Cherif
,F1359,02/2021,iCan-C,Ali Ajili Yosr Jazzar
C0773,F1360,02/2021,بﺎﺗﻛ ﺔﻠﺣر _Book Journey,Houssem Baaka Aya Achour Bilal Nsib
C0774,F1361,02/2021,Dev2Dev,Mohamed Debbabi Ismail Talbi
C0775,F0060,02/2021,Autorent Software,Moslem Ben Dhaou
C0776,F1106,02/2021,Healthy And Bnin Food,Soumaya Atoui
C0749,F1335,02/2021,Bridges S.A,Mahmoud Aljan
C0777,F1362,03/2021,Autoecoleplus.tn,Mohamed Amine Jendoubi Ahmed Nemlaghi Mohamed Badii Jendoubi
