decision_id;company_name;founder_name;session
S45_D0037;EDATA WAREHOUSE;Kamel Chahed Fakhri Jemail;12/2022
S45_D0038;BIGDATIS;Ahlem Bouchahda Amine Fahem;12/2022
S45_D0039;Feed In Green;Amal Khémira;12/2022
S46_D0001;Bambinosit;Nivine Mussa Essid Haithem;01/2023
S46_D0002;Dooda;Mhamed Ali Abassi Omar Louzir Aziz Kaouech;01/2023
S46_D0003;Crop's Talk;Rabeb Fersi Samir Chebil Chahine Fersi Yassine Awadni Riadh Jomaa;01/2023
S46_D0004;Pixii motors;Anis Fekih koutheir cherni Wafa Dhifi;01/2023
S46_D0005;Hawkar;Khadija Jallouli Seifeddine Aissa;01/2023
S46_D0006;IASOTWIN;Mohamed Moez Touil Touil Mohamed Hamdi Linda Touil Yasmine Bziouech Houcem Eddine Ben Lasfar;01/2023
S46_D0007;Smart For Green: Farm and Forest Fire Protection;Sahli Nader Sabri Sahli Karim Fathallah Rania Fathallah Mohamed-Hedi Mellekh Oussema Charbib Wael Fathallah Mohamed Ali Fathallah;01/2023
S46_D0008;DigiMove;Iheb Lourimi Saif touzi Haoua Guezguez Nour Ladhari Nassim Bensassi Hfaiedh Bedoui;01/2023
S46_D0009;Boky;Mohamed Aziz Brinis Othmane Barnis;01/2023
S46_D0010;Train Your Mind;Ghofrane Ben Mabrouk Mohamed Khalil Ben Chebil Mohamed Salah Ouelhazi;01/2023
S46_D0011;Mouqawel;Ikbel Sassi;01/2023
S46_D0012;Link Park;Emna Skhiri Omar Triki;01/2023
S46_D0013;URBAN DANCE;Ala Zrafi Mansoura Jilani;01/2023
S46_D0014;Hbibty Market;Rahma Mabrouk Baha Wiem Agrebi EP Johnson Skander Benzarti Meriam Maaloul;01/2023
S46_D0015;BusinessChat;Wifak Ghaddab Hayet El Ayeb;01/2023
S46_D0016;YASLINE ENGINEERING;Nizar Romdhane Salsabil Mansouri;01/2023
S46_D0017;LIGHTRESA;Mohamed Mellouki;01/2023
S46_D0018;KLAP;Taoufik Belkhodja;01/2023
S46_D0019;AGROVAL PLUS;Ataa Barkaoui Alaa Barkaoui;01/2023
S46_D0020;Watar cover;Dhaker Boughattas Zied Chouikh;01/2023
S46_D0021;Le dépanneur;Sabrine Rais Bouzgarrou Mahmoud Kortas;01/2023
S46_D0022;COLISPO;Sana Hamdi Lasaad Geusmi Nasreddine Hnana Amor Skah;01/2023
S46_D0023;Modèle SHE;Ahmed Chouikh Sara Ben Aissa Menel Azouz;01/2023
S46_D0024;clik2read/MIP Livrel;Ahmed Sami Meksi Nebil Briki Ahmed Sami Meksi Meriem Zouari;01/2023
S46_D0025;fulfillmentbridge;Ferjani Fethi Kais Khadraoui;01/2023
S46_D0026;Machind Fitness;Marwen Boukattaya;01/2023
S46_D0027;C'mind;Maher Zahar Sabri Barbaria;01/2023
S46_D0028;IZ AGRI;Imen Zouari Zineb Zouari;01/2023
S46_D0029;iziclaim;Ghassen Sghaier Mohamed Sghaier Senda Akili;01/2023
S46_D0030;Waf Waf House;Cyrine Atallah Emilio Illc La Peruta Ridha Bouasker Yusbely Nacary Jimenez Guerra Hassine Atallah;01/2023
S46_D0031;Dyno & Motiva Systems;Moez Lidinellah Waddey Mohamad Obeid Mohamed Hedi Jridi;01/2023
S46_D0032;DIGITAL CITY INNOVATION;Hassouna Ben Jemaa Noomen Tounsi;01/2023
S46_D0033;Thnity Maas;Anouar Abdelkoudous Bouassida Amina Garbouj Sayma Besbes;01/2023
S46_D0034;OPKODERLABS;Walid Meddeb Mohamed Aziz Lahkimi;01/2023
S46_D0035;YARI PROJECT;Mohamed Adel Tarki Mohamed Nejib Bejar;01/2023
S46_D0036;WHEELZ;Salim Benaoun Mohamed Wassim Abidi Hela Msaddek;01/2023
S46_D0037;XTENDPLEX S A R L;XTENDPLEX;01/2023
S46_D0038;Polysmart;Polysmart;01/2023
S47_D0001;Linkivia;Khadija Aa Naoufel Nabli;02/2023
S47_D0002;Replic-A;Mejdi Bouafif Wissem Jerbi Sonia Issaad;02/2023
S47_D0003;TUNISIA BAITS;Ahmed Malek Marwen Mokdad;02/2023
S47_D0004;Tunisian Campers;Mohamed Temimi;02/2023
S47_D0005;Tsiwrat Stock;Rania Makhlouf Firas Chetouane;02/2023
S47_D0006;Advantry X;Adam Bouchaala Kawthar Ayedi;02/2023
S47_D0007;KOM YA;Imene Aidi Yosra Aydi Meriam Aidi;02/2023
S47_D0008;My Brain;Wissal Dhuib Rahma Harzi Yasmine Ben Saad;02/2023
S47_D0009;TOF: Tyres On Fire;Yassine Boumaiza Oussama Bel Hadj Ali;02/2023
S47_D0010;cercina.ai;Ahmed Ben Othman Oussema Bennour Dhiaeddine Gharsallah;02/2023
S47_D0011;Grün Skincare;Foued Kilani Djazia Messous;02/2023
S47_D0012;Xpro;Zied Hriz Yosra Tahri;02/2023
S47_D0013;Giy.tn;Haythem Il Banney Jihed Chemlali;02/2023
S47_D0014;A.M.I.S.;Amel Ben Ammar Elgaïed Rabie Razgallah;02/2023
S47_D0015;Ziwziw Family Friend ﺔﻠﺋﺎﻌﻟا ﻖﻳﺪﺻ ﻮزﻮز;Siwar Mechri Nawres Mechri Samar Zardi Yassmine Dahmene;02/2023
S47_D0016;COADIS;Chaker Trabelsi Imen jridi;02/2023
S47_D0017;Parkey;Mehdi Romdhane;02/2023
S47_D0018;Thiqab;Kaouther Hedhly;02/2023
S47_D0019;Cerf.tn;Aicha Zahou Sameh Ben Hmida;02/2023
S47_D0020;ITEM TUNISIA;Abdessalem Barkia;02/2023
S47_D0021;DigiQuorum;Nawel Brahmi;02/2023
S47_D0022;Addval Soluons;Aymen El Kadhi Noamen Hassen;02/2023
S47_D0023;Ukka;Jean David Rombi Ukka Ukka;02/2023
S47_D0024;CG-Box;Abdelhedi Montassar Mohamed Triki;02/2023
S47_D0025;Arfis;Houssem Ben Romdhane Ahmed Bellagha;02/2023
S47_D0026;Afar tunisie;Malek Radhouen;02/2023
S47_D0027;Moneymakr;Imen Meah Karima Makhlouf;02/2023
S47_D0028;NER;Imen Moncer Abderrahmen Ben Ouaghrem Houssem Ben Cheikh Maher Naouali;02/2023
S47_D0029;NEWAY Soluons;Alaa Maaoui Amen Khlifi;02/2023
S47_D0030;Never Lost;Omar Baccar Hager Bouchoucha Sofiene Mokhbi;02/2023
S47_D0031;booky;Mohamed Ali Bousboo Emna Bousboo;02/2023
S47_D0032;Tunisie Colis;Zied Beldi Anis Harzallah Mohamed Salah Mzoughi Ahmed Bakh;02/2023
S47_D0033;EyTecFarm;Malek Ben Mbarek Loi Msaddak Mohamed Ali Foura Imen Hbiri;02/2023
S47_D0034;Voltat Technologies;Fedia El Ayeb Ayeb Fahmi Saadi Mohamed Sghaier Mohamed Wael;02/2023
S47_D0035;Caminova;Salma Bessalah Sihem Bessalah;02/2023
S47_D0036;SOCIETE SAGUEDNI;Oussama Dhahri Amine Chortani Hadil Fouli;02/2023
S47_D0037;BLUEPSOL;Eskander Alaya Ahmed Baccouch Chaima GRIRA;02/2023
S47_D0038;SOCIETE INNOVEGA;Rami Khouja Rym Ghribi Amira Ben Abdeljelil;02/2023
S47_D0039;MRC SURVEY;Mohamed Turki Skander Hadj Mabrouk;02/2023
S47_D0040;Workly Hub;Aymen Jhidri Wassim Abdel Malek Mohamed Ali Ben Slimen Souad Belghith Dhiaeddinne Rahali;02/2023
S47_D0041;BEE SPRING;Chedly Ellijimi;02/2023
S47_D0042;Avempace SARL;Avempace;02/2023
S48_D0001;OSTELFLOW;Mehdi Tatar Amine Riahi Lilia Skhiri;03/2023
S48_D0002;Tunarco;Nassira Barhoumi Marwen El Bari;03/2023
S48_D0003;Gloristory;Héla Majdoub Afef Majdoub;03/2023
S48_D0004;CIVILAB;Zied Ayedi Amine Grichi Ali Ben Mohamed;03/2023
S48_D0005;DLSgaming;Mansour Noucair Mansour Haroun Khalil Dridi;03/2023
S48_D0006;Detavoon;Mohamed Salem Luay Ben Ali;03/2023
S48_D0007;Laboratoire SCI;Chokri Nader;03/2023
S48_D0008;Contigo Booking Events;Mouayed Errahmene Sahnoun Wassim Ayari;03/2023
S48_D0009;Innovation production Services;Mehdi Ben Abdallah Hichem Mansour Chris Bennie;03/2023
S48_D0010;ARRIMA-AGRITECH;Majdi Saidi Khouloud Ghorraf;03/2023
S48_D0011;Probe.tn;Mohamed Kristou Mohamed Hedi Jebali;03/2023
S48_D0012;MIGsens;Adnane Abdelghani Khalifa Aguir;03/2023
S48_D0013;iTrend;Mohamed Ali Blaiti;03/2023
S48_D0014;RAF TELCOS;Fayçal Hamrouni Sami Karzout;03/2023
S48_D0015;Digify;Mehdi Ben Hassine Khaled Ben Hassine;03/2023
S48_D0016;Green foods traiteur vegan;Fatma Houissa Nefaa Abdessalem;03/2023
S48_D0017;Bridella;Rihab Hmida Amel Amamou Firas Boukhriss;03/2023
S48_D0018;Curve & Smiles;Manel Souai Mohamed Benyaiche Anas Ben Yaiche;03/2023
S48_D0019;DEKORTIK PLUS;Foued Jaballah;03/2023
S48_D0020;HIVE;Idris Tlili Dirar Rtima Aymen Tlili Wiem Tlili Maycène Mejri;03/2023
S48_D0021;Ostedhy;Yassine Boubaker;03/2023
S48_D0022;Studenty;Sabryn Hamrouny Wael Belaid Ibrahim Sarray Manel Abdelwahed;03/2023
S48_D0023;DourbIA;Ines Hassoumi Alia Belkaid;03/2023
S48_D0024;CourZelo;Khaled Ben Hafaiedh;03/2023
S48_D0025;ASTlab (Art, Science and Technology Lab);Nouha Ben Lahbib Najla Trabelsi;03/2023
S48_D0026;Parkito;Haithem Souissi Fares Ben Younes Dhia eddine Ben Haddada Ahmed Souissi;03/2023
S48_D0027;Loesa ( ةزﯾوﻟ );Anouar Hamdaoui Marwa Selmi;03/2023
S48_D0028;ImproBrain;Walid Smaoui Fares Jaloul Marwen Chaabouni;03/2023
S48_D0029;Smart Maintenance & Control;Saber Lefi;03/2023
S48_D0030;InstaLink;Oussema Boukeri;03/2023
S48_D0031;Ai Cv Lab;Anis Harbaoui Radhouen Harbaoui Zied Rajhi;03/2023
S48_D0032;SOK'ARI;Manel Mrad Mohamed Amine Mrad;03/2023
S48_D0033;Doulicha;Montassar Ben Hmidene Narjess Bouslama Moataz Ben Hmidene;03/2023
S48_D0034;Zarty;Abir Guecha Boudhina Seifeddine;03/2023
S48_D0035;SPADES;Karim Gharbi;03/2023
S48_D0036;Imova;Fadhel Sassi Yassine Dhane;03/2023
S48_D0037;Digitalimmo;Haythem Chebbi Imen Masmoudi Wajdi Omrani Tarek Thabet Mariangela Paparo Hanen Ben Ammou;03/2023
S48_D0038;ID grouping&connect;Ftouma Bannour Mahdi Ben Ahmed;03/2023
S48_D0039;DM NOVA;Iheb Lourimi Saif touzi Haoua Guezguez Nour Ladhari Nassim Bensassi Hfaiedh Bedoui;03/2023
S48_D0040;ELINA DEV;Chouchene Achref Mohamed Houcem Eddine Ibn Essghaier Khouloud Essghaier Nermine Abid;03/2023
S48_D0041;JEUCIJAN;Wael El Amri Helmi Bouraoui Cherif;03/2023
S48_D0042;ContyFind;Aymen Sarraj Maan Mrabet Hassen Tahri;03/2023
S49_D0001;Bi'nergy;Mohamed Wali Helmi Ben Amara;04/2023
S49_D0002;ONECLOUD;Helmi Ben Amara Mustafa Almawsoof;04/2023
S49_D0003;ECOFEED Tunisie;Malak Boukthir Khoubaieb Samir;04/2023
S49_D0004;Servini;Ramzi Hachicha Mohamed Achraf Jomaa Zied Hachicha Dhia eddine Abdelli;04/2023
S49_D0005;Pas Comme Eux;Ahmed Bahaeddine Abdelwahed Ghofrane Amdouni;04/2023
S49_D0006;H eco ferme;Hedi Amorri Aboud Fatma;04/2023
S49_D0007;Xgenbox;Naoufel Ben Moussa Kais Jrad Mohamed salah Nachi Selim Ben Mansour;04/2023
S49_D0008;The Package Center;Souheil Sassi;04/2023
S49_D0009;Bytale Games;Saadaoui Ghassen;04/2023
S49_D0010;Oriwood/ Entreprise Wahy artisan du bois;Farouk Wahi;04/2023
S49_D0011;Teachica;Hichem Amami Moatassem Belleh Guesmi;04/2023
S49_D0012;NORMA TUNISIE;Rejeb Chaalia Khaled Hadj Ali Jawad Alaoui M'hammed;04/2023
S49_D0013;SURVIVE RESILIENCE;Raouf Riahi Walaeddine Riahi Noura Nasri;04/2023
S49_D0014;droplocal.ai;Amine Abdennour;04/2023
S49_D0015;souk elfalleh;Riadh Felhi;04/2023
S49_D0016;Twansa;Rani Ben Mahmoud Safa Rzig;04/2023
S49_D0017;Karhabti.app;Adnen Mrad Amina Chouchane Sanda Doghmen;04/2023
S49_D0018;Kosmos technologies;Wassim Amri;04/2023
S49_D0019;IrWise;Mohamed Mekki Maalej Marouen HAMMAMI Mohamed Dhaouafi Morsi Hamza Hedi Neifar;04/2023
S49_D0020;Alifa;Olfa Abid Karim Gharbi;04/2023
S49_D0021;cell pulse;Jihed Jridi Salem Hamidi Halima Mahjoubi Elhem Cheour Neder Hamidi;04/2023
S49_D0022;Conception, formulation et production de dispositifs pharmaceutiques à base de principes actifs de plantes aromatiques et médicinales pour le;Zohra Aloui-Zarrouk;04/2023
S49_D0023;traitement des altérations cutanées iRnafnecdteéves et non infectées.;Mohamed Regaieg Younes Regaieg Safa Rekik;04/2023
S49_D0024;Beitary;Firas Jribi;04/2023
S49_D0025;GET BIG FAST;Jean-David Rombi;04/2023
S49_D0026;WEeFARM;Jasser Ben Saad Ayeb Rihab Rayen Ben Saad;04/2023
S49_D0027;ShooFu;Khawla Hadriche Houcem Ameur;04/2023
S49_D0028;halli.tn;Farouk Ben Jaafar;04/2023
S49_D0029;Noah;Mohamed Thamlaoui Khaoula Souf Rochdi Bchini;04/2023
S49_D0030;BME-Power;Mohamed Bouazizi Youssef Kaabechi;04/2023
S49_D0031;ECORISE;Morci Telmoudi Safa Jridi;04/2023
S49_D0032;trymyculture;Issam Barhoumi Hassan Khadhri;04/2023
S49_D0033;BiBin;Firas Hakim;04/2023
S49_D0034;Metamax;Houssem Saadi;04/2023
S49_D0035;HealthyGO;Hayfa Oueslati;04/2023
S49_D0036;goodbye;Dalel Manai;04/2023
S49_D0037;AI WITH YOU;Hayouni Rafedh Nasreddine Nasri Mohamed Fateh Hajjej;04/2023
S49_D0038;Au delà du Bio;Hajer Terras Heithe Zaghouani;04/2023
S49_D0039;BE beverages;Abdelhak Moussa Ahlem Zrig Mohamed Maher Elbekri;04/2023
S49_D0040;verified authentic;Imed mabrouk Firas Mabrouk;04/2023
S50_D0001;Acalainer;Yosr Halleb Oussama Bahri Mariem Allouche;05/2023
S50_D0002;Live Metrics;Sarah Lamine Khalil Ben Said Karim Bouafif Kerchaoui Amine;05/2023
S50_D0003;FALKU;Slim Makhlouf Khaled Omri Ali Amamou;05/2023
S50_D0004;Time and Money Tracker;Yousri Hajri Ahmed Ayadi;05/2023
S50_D0005;Deepnrise;Abdelkader Boussetta Youssef Meddeb Nizar Ayadi;05/2023
S50_D0006;2Y2S;Chermiti Rami Chermiti;05/2023
S50_D0007;Gigsdesk;Koussay Noomene Iyed Ghribi Nabil Amara;05/2023
S50_D0008;Lyceena;Rayen Bouajaja Jawher Thabet Fakher Bourray;05/2023
S50_D0009;INFINITE;Moez Jemaa;05/2023
S50_D0010;SMOFT;Aymen Gahbiche;05/2023
S50_D0011;Wildkard;Skander Chouka;05/2023
S50_D0012;Ecobees;Mohamed Dhaouafi Ali Dhaouafi Ahmed Dhaouafi;05/2023
S50_D0013;BFP;Boubaker Elaabed;05/2023
S50_D0014;immersion3D;Omar Mellouli Amira Jihène Kalai Mohamed mohamed Siwar Ben Abdelwahed;05/2023
S50_D0015;Campus Numérique des métiers;Fethi Zoghlami Abeidi Slim;05/2023
S50_D0016;Green Card;Ismail Ibala Nebil Aydi;05/2023
S50_D0017;South Fruits;Thouraya Rajah;05/2023
S50_D0018;Djerba Digital;Younsi Alaeddine Mahjoubi Wael Yassine Ben Ghorbal;05/2023
S50_D0019;E-KMANDI;Baha Hajri;05/2023
S50_D0020;EasyBank;Mohamed Khelifi Maher Khelifi;05/2023
S50_D0021;Jhonny Bikes;Mohamed Bouhaouala Miriam Abdeljaouad;05/2023
S50_D0022;Arzaak;Jihene Arzaak Eya Akir Racha Chwiref;05/2023
S50_D0023;Tunisie RGPD;Wissal Douissa Rayen Cherni Slim Abdejalil;05/2023
S50_D0024;Elevage des insectes (nutri-protéine);Abed Helmi Abed;05/2023
S50_D0025;HelpyGo;Mohamed Melki Yacine Maaroufi Amani khalfaoui;05/2023
S50_D0026;OneGlobb;Safouene Ratel Younes Saidani Marouene Ratel;05/2023
S50_D0027;Multiverse AI;Aymen Yahyaoui Amine Mosbah;05/2023
S50_D0028;lingerie.tn;Zarami Manel Zarami;05/2023
S50_D0029;Lanci.io;Nada Chatti Mahdi Taghouti Takwa Ben Abdessalem Wifek Ben Romdhane;05/2023
S50_D0030;SPADES;Karim Gharbi Marcel Deturche Selim Mohamed Gharbi;05/2023
S50_D0031;Ontej;Mohamed Amine Ouchari Oussema Baklouti;05/2023
S50_D0032;Ethic Data;achref Baklouti ESazzmaehhra L Hoaumhidchii Aymen Khelifi;05/2023
S50_D0033;Orizon Booking;Zied Boukadida;05/2023
S50_D0034;EYE-SPY SECURITY;Basma Ben salah Taher Ben salah;05/2023
S50_D0035;My3DClothes;Mohamed Ben Arfa Mohamed Raddadi;05/2023
S50_D0036;fabrication de papier minéral;Hichem Bouguila Mokni Madiha Belhamadi;05/2023
S50_D0037;Creativecontent;Saber Kohli Moalla Habib Moez Taïeb Habib Baaboura;05/2023
S50_D0038;algoRyhthme;Maazoun Khaled Maazoun;05/2023
S50_D0039;SmartPay;Anis Abidi Azza Kooli;05/2023
S50_D0040;DEEPAI Artificial Intelligence and Softwares;Yosr Halleb Oussama Bahri Mariem Allouche;05/2023
S50_D0041;ALIFA FOR ANIMAL WELL BEING;Olfa Abid Karim Gharbi;05/2023
S50_D0042;STE OTOSPEX SOULTIONS;Slim Makhlouf Khaled Omri Ali Amamou;05/2023
S50_D0043;RAF TELCOS;Yousri Hajri Ahmed Ayadi;05/2023
S50_D0044;Cercina Artificial Intelligence;Abdelkader Boussetta Youssef Meddeb Nizar Ayari;05/2023
S50_D0045;National Smart For Green Solutions and Applications;Rami Chermiti;05/2023
S51_D0001;cookit;Sadri Gargouri Khlil Gargouri;06/2023
S51_D0002;Bionic Soul;Nada Ghanem;06/2023
S51_D0003;SamRise;Mohamed Aziz Ben Mahmoud Imed Hanana Mariem Hamzaoui Arbi Soussi Feriel Ben Hassine;06/2023
S51_D0004;minwin;Ines Borni Mohamed Choucheni Alaa Boukhchina;06/2023
S51_D0005;Rackham;Mohamed Toumi Djohra Berki;06/2023
S51_D0006;Proximabel Development;Abbassi Ahdi;06/2023
S51_D0007;TuniMeet;Business Software and services;06/2023
S51_D0008;www.kawanin.com;Business Software and services;06/2023
S51_D0009;ARKHOU-DRONE;Khouloud Mhamdi Elarbi Machraoui;06/2023
S51_D0010;OPUS LAB;Ahmed Ben Bouzid Mohamed Berber Siwar Gharbi Mohmmed Sayed Hamdi;06/2023
S51_D0011;LeanTex;Melek Mehrez Nihel Beji Firas Mehrez;06/2023
S51_D0012;GymSwitch;Wael Lakhrach Siwar Houssaî;06/2023
S51_D0013;Colisnet;Hiba Mned Habib Chaari Mehdi Ben Hmida Wajdi Bouaziz;06/2023
S51_D0014;Expy.ai;Slim Nabli Luay Ben Ali;06/2023
S51_D0015;SKINPHILOSOPHY;khouloud Abada Saida Akermi;06/2023
S51_D0016;Car Box;Wajih Messaoudi;06/2023
S51_D0017;So Green;Amira Guesmi;06/2023
S51_D0018;TuniToonz;Sana Makhloufi;06/2023
S51_D0019;ENER ZED;Amor El Masri;06/2023
S51_D0020;CamGoal;Seif Nemri Mohamed Mehdi Ben Mlouka;06/2023
S51_D0021;Chicify;Mohamed Touhami Rhaima Rehayma Maher;06/2023
S51_D0022;Ukla;Mohamed Achraf Mrabet Ahmed Gouiaa Mohamed Khalil Hosni;06/2023
S51_D0023;Book Pickups;Hajer Gabteni;06/2023
S51_D0024;Ommi;Mohamed Amine Mamlouk;06/2023
S51_D0025;Padel Up;Eskander Nasri Mehdy Belkhiria Salah Ayed Amine Hammami;06/2023
S51_D0026;AntiBioGen;Ramzi Laâmouri Chahnez Naccache Iyadh Bouzghiba;06/2023
S51_D0027;Travelween;Oussama Ben Wafi Safa Ben WafI Sawssen Atoui;06/2023
S51_D0028;SIGORO;Sirin Zouga Baha Eddine Khelifi;06/2023
S51_D0029;RGPD Tunisie;Wissal Douissa Rayen Cherni Slim Abdejlil;06/2023
S51_D0030;A.M.I.S. RESEARCH;Amel Ben Ammar Elgaied Rabie Razgallah;06/2023
S51_D0031;LABORATOIRE HRIZ PHARMA;Zied Hriz Yosra Tahri;06/2023
S51_D0032;ITREND TECHNOLOGY;Mohamed Ali Blaiti;06/2023
S51_D0033;Easy Finance Corporate;Mohamed Khelifi Maher Khelifi;06/2023
S51_D0034;UNDERSCORE;Mohamed Kristou Mohamed Hedi Jebali;06/2023
S52_D0001;IHSCEN for Startups;Nadia Kanoun Najia Dhiab;07/2023
S52_D0002;FININFO SOLUTIONS;Fares Naiet El Gaied;07/2023
S52_D0003;Damdoum;Faten Matmati;07/2023
S52_D0004;Block plus plus;Mohamed Dhia Ben Fraj Asma Yousfi;07/2023
S52_D0005;La Galerie VR;Siryne Elouede Hamza Chakroun Montassar Chakroun;07/2023
S52_D0006;SK Tech;Sabri Mzoughizoughi Karim Jelliti;07/2023
S52_D0007;Ghramna / Digital Drina;Ramzi Hmani Leila Slim;07/2023
S52_D0008;Xtendmind / Novea;Mourad Mezghani Hassan Cheriha Ahmed Ben Hamouda;07/2023
S52_D0009;PeaceSight;Sarra Ben Romdhane Mehdi Mouelhi;07/2023
S52_D0010;SahEAT;Emna Rassaa Taha Karoui Mohamed Islem Ben Ali;07/2023
S52_D0011;UWAS;Houssem Kanzari Mohamed Laouini;07/2023
S52_D0012;Schwaus;Ahmed Nizar Kalai Ahmed Ben Hassana;07/2023
S52_D0013;HulpAI;Abir Mahouchi;07/2023
S52_D0014;Smarting Serve;Mourad Sahloul;07/2023
S52_D0015;PTITAPTIT;Dhouha Belhaj Yahia Makrem Aoun;07/2023
S52_D0016;Clic Holidays;Seif Allah Azaiez;07/2023
S52_D0016;Clic Holidays;Philippe Dedrie;07/2023
S52_D0017;arsek dripbox;Mohamed El Haj Abdallah Kais Oueslati;07/2023
S52_D0018;ORcompost;Ahmed Boufahja Emna Boufahja;07/2023
S52_D0019;United VITO;Nizar Affi;07/2023
S52_D0020;SUCCESS STUDY;Anissa Najjar Kais Dridi;07/2023
S52_D0021;NetConf;Houssem Jarraya;07/2023
S52_D0022;ReBoS;Aymen Mabrouki;07/2023
S52_D0023;SAVEE;Maher Ben Najm Nabil Ben Najem;07/2023
S52_D0024;nivanta;Nadhem Lihiouiel Ismail Kahri;07/2023
S52_D0025;E-mima food;Azzez Moatez Associé azzez Houssem Hamza Gassab;07/2023
S52_D0026;Fabrication des produits électroniques;Marwene Selmi;07/2023
S52_D0027;DentistUP;Oussama Souaf Fahmi Haouala Soulaimane Guedria Loua Slama Mohamed Malek;07/2023
S52_D0028;Sea Safe;Khouloud Bannour Houssem Saadaoui Meriem Zouali;07/2023
S52_D0029;Vivlio;Nour Salah Asma Mhadheb Ahmed Hamouda Mohamed Fadhel Saada;07/2023
S52_D0030;Barsha Food;Zeineb Hadj Ali Rania Souei;07/2023
S52_D0031;TOUTA;Alaa Bouajila Nourhene Mhennaoui Wael Chaouch;07/2023
S52_D0032;Arès;Ahmed Souissi Zaineb Gabsi Saafi Khalil Younes Mezen;07/2023
S52_D0033;MSSYNDIC.com;Sami Marouani;07/2023
S52_D0034;Waqt Tech;Mohamed Regaieg Younes Regaieg Safa Rekik;07/2023
S52_D0035;AGUA DE SOL TUNISIE;Rami El Golli Luc Metivier;07/2023
S52_D0036;MOBYERA;Mehdi Romdhane;07/2023
S52_D0037;HS WARE;Chaker Trabelsi Imen Jridi;07/2023
S52_D0038;Thiqab;Kaouther Hedhly Hatem Zegnani;07/2023
S52_D0039;Tym Solutions;Ghofrane Ben Mabrouk Mohamed Khalil Ben Chebil Mohamed Salah Ouelhazi;07/2023
S52_D0040;Digi Portal;Ikbel Sassi;07/2023
S52_D0041;Expy;Slim Nabli Luay Ben Ali;07/2023
S52_D0042;Académie artisanal Arzaak;Jihene Arzaak Eya Akir Racha Chwiref;07/2023
S53_D0001;Scaylab;Taher Siala;08/2023
S53_D0002;SD Academy;May Tounsi Farah Tounsi Leila Ben Abdallah;08/2023
S53_D0003;Deep Camp;Belhassen Chelbi Sabrine Labidi;08/2023
S53_D0004;clik2read/MIPLIVREL;Ahmed Sami Meksi Mourad Boubaker;08/2023
S53_D0005;sellya.net;Hamza Zarrouk Rihem Ghzaiel Ala Guezzi;08/2023
S53_D0006;Verse;Hassen Serkhane Malek Baouindi;08/2023
S53_D0007;Drop'n Go;Riadh Bouassida Ahmed Bouassida Ramzi Arous;08/2023
S53_D0008;HygieSys;Jihen Kboubi Aschraf Chadli Chiheb Kboubi Adem Kboubi;08/2023
S53_D0009;FIDELIUM;Ghaith Ben Mansour;08/2023
S53_D0010;WOLO;Mohamed Ali Hergli;08/2023
S53_D0011;Elodox;Hafedh Farhani Abdelrahman Nasser Cyrine Ben Haj Ali;08/2023
S53_D0012;Restojob;Mortadha Mehri Adem Mehri Mojtabah Mehri;08/2023
S53_D0013;Yolyc;Amine Maalaoui;08/2023
S53_D0014;GMT International;Amal Abdelkafi;08/2023
S53_D0015;EagleEye;Rayen Naimi Dabboussi Hassen Mohamed Amine Naimi;08/2023
S53_D0016;BTG : Bridging The Gap;Raef RezguI Badis Kardous Chiheb Baazaoui Firas Koraani;08/2023
S53_D0017;ZMEN;Sarra Goddi Imen Ben Slimen;08/2023
S53_D0018;dash sports;Melek Chakchouk Bilel Ben Atitallah Jawhar Ben Salem Hatem Halouani;08/2023
S53_D0019;Tutwide;Jawhar Farhat Sami Hamdi;08/2023
S53_D0020;Modhif;Achraf Sekri;08/2023
S53_D0021;TIE-UP;Achouri Iyadh Rami Ksouri;08/2023
S53_D0022;nextview;Miled Mohamed Mohamed ali Zorgui;08/2023
S53_D0023;AlloFermli;Naja Benali;08/2023
S53_D0024;Clic Holidays;Sofienne Mallek;08/2023
S53_D0024;Clic Holidays;Assil Salah;08/2023
S53_D0025;IPPO;Ahmed Bouali Mohamed Wassim Abidi Salim Benaoun Hela Msaddek Mohamed Firas Najjar Mohamed Elyes Abidi;08/2023
S53_D0026;Kardili;Med Mezri Ben Dkhil Hamdi Mokni;08/2023
S53_D0027;ste vetalyst tech solution;Firas Jribi;08/2023
S53_D0028;Be Synchro;Houssem Jarraya;08/2023
S53_D0029;Ziwziw Family Friend ﺔﻠﺋﺎﻌﻟا ﻖﻳﺪﺻ ﻮزﻮز;Mechri Siwar Nawres Mechri Zardi Samar Yassmine Dahmene;08/2023
S53_D0030;MK Talent;Mehdi Ben Hassine Khaled Ben hassine;08/2023
S53_D0031;Grün Skincare;Foued Kilani Djazia Messous;08/2023
S53_D0032;Lean Manufacturing Company;Melek Mehrez Nihel Beji Firas Mehrez;08/2023
S53_D0033;Gifty;Il Banney Haythem Jihed Chemlali;08/2023
S54_D0001;Wemake3D;Mathlouthi Abdelmagid Karim Yahyaoui;09/2023
S54_D0002;Dopawin;Balkis Aifa Rmili Akrem Tarek Ben Ali Achref Rmili;09/2023
S54_D0003;MAKTOUB TECHNOLOGIES ET SERVICES;Amir Aouididi;09/2023
S54_D0004;Dactylos Service;Sahar Cheikh;09/2023
S54_D0005;d-talk;Ali Nakti Saber Bahri Chaima Belhassen;09/2023
