decision_id;company_name;founder_name;session
S21_D0018;WARM;Marwa Ben Aissa;12/2020
S21_D0019;LEEVVA Communication;Wissem Bougulla Loc Lafhiq;12/2020
S21_D0020;BasketID;Karmir Jabali Maker Chukai Wael Kaiso;12/2020
S21_D0021;Key Software;Khaled Saddani;12/2020
S21_D0022;BAIT;Ahmed Trad;12/2020
S21_D0023;The Mission;Fatin Maslei Sandari Elbawi;12/2020
S21_D0024;instead;Karmir Ben Abdalaziz Arwa Bel Hiji Taha Beri Amal Guzman;12/2020
S21_D0025;MICRO DEVICE TUNISA;Hamdil Ben Amor;12/2020
S21_D0026;Droopex;Ahmed Allesch Waet Allesch;12/2020
S21_D0027;OnePack;Sarra Fehail Firas Dheouad Malik Ahmed;12/2020
S21_D0028;Omaris Wood;Omar Trabelsi;12/2020
S21_D0029;OMNIUP;Karim Jelliti Issam Essefi Ali Sakka;12/2020
S21_D0030;إبراهيم الدين - VirtuA Agency;Siem Ouled Hsin;12/2020
S21_D0031;EVO ENERGIZE;Maher Amara Safa Bouhajar;12/2020
S21_D0032;Pabitel.tn;Syrine Zgueb;12/2020
S21_D0033;Jood Lab;Mohamed Belghith Younes Ben Mabrouk;12/2020
S21_D0034;World Wide Security;Mohamed Aziz Elmabrouk;12/2020
S21_D0035;Mat7irech;Mohamed Harbaoui;12/2020
S21_D0036;Flow;Omar Guizani Maher Bouzid;12/2020
S22_D0001;Menutium;Salem Mosbah;01/2021
S22_D0001;Menutium;Amine Mlika;01/2021
S22_D0002;Mymall.tn;Inès Béjar;01/2021
S22_D0003;iMMOTECH;Cyrine Ben Ayed;01/2021
S22_D0003;iMMOTECH;Andolsi Jihed;01/2021
S22_D0003;iMMOTECH;Yassine Jalloul;01/2021
S22_D0004;XQuant Software;Chea Srun;01/2021
S22_D0005;Medquick;Ahmed Turki;01/2021
S22_D0005;Medquick;Mustapha Turki;01/2021
S22_D0006;7 healthcare;Haythem Zouaoui;01/2021
S22_D0006;7 healthcare;Mohamed Riadh Bhar;01/2021
S22_D0006;7 healthcare;Khadija Mahjoub;01/2021
S22_D0007;Cognira Tunisia;Hatem Sellami;01/2021
S22_D0007;Cognira Tunisia;Makrem Zannouni;01/2021
S22_D0007;Cognira Tunisia;Kais Jrad;01/2021
S22_D0008;Linkedfishers/Hookedup;Ayed Guembri;01/2021
S22_D0008;Linkedfishers/Hookedup;Abdessattar Tajouri;01/2021
S22_D0008;Linkedfishers/Hookedup;Nawfel Ben Moussa;01/2021
S22_D0009;SeaBot;Kelboussi Rami;01/2021
S22_D0009;SeaBot;Marwen Bousmina;01/2021
S22_D0010;Ms. Marion;Insaf Hamdi;01/2021
S22_D0010;Ms. Marion;Selma Belkhodja;01/2021
S22_D0011;WKE par FLEXITEK;Fondateur non lisible dans l’OCR;01/2021
S22_D0012;e-Scola;Sami Mlaiki;01/2021
S22_D0012;e-Scola;David Simb;01/2021
S22_D0013;Tinith IBPM Automation Booster;Ouassim Bouzid;01/2021
S22_D0013;Tinith IBPM Automation Booster;Ramzi Abidi;01/2021
S22_D0014;Pulpetech;Wafa Abbes;01/2021
S22_D0014;Pulpetech;Oussama Jrad;01/2021
S22_D0015;MineClap;Taha Yassine Chahed;01/2021
S22_D0015;MineClap;Hamed Khalil Maaref;01/2021
S22_D0015;MineClap;Slim Maaref;01/2021
S22_D0016;FinBudd.com;Ons Bouali;01/2021
S22_D0017;YAGRI;Yasser Belguesmi;01/2021
S22_D0017;YAGRI;Bouallagui Dorsaf;01/2021
S22_D0018;7keema;Sahar Awad;01/2021
S22_D0018;7keema;Tamer Shawer;01/2021
S22_D0018;7keema;Amr Bakr;01/2021
S22_D0019;Arabclassroom;Chokri Samaali;01/2021
S22_D0020;Smart Racing Hub;Oussema Dhaouadi;01/2021
S22_D0021;société Lave'rit;Hedi Hrigua;01/2021
S22_D0021;société Lave'rit;Oussama Hlaoui;01/2021
S22_D0022;Arty;Inès Gharbi;01/2021
S22_D0022;Arty;Anouer Kalel;01/2021
S22_D0022;Arty;Mohamed Ali Said;01/2021
S22_D0023;PLUS WEB Solutions;Amina Triki;01/2021
S22_D0024;AREAS (Agro Responsible Ecologic African Services);Zahra Shiri;01/2021
S22_D0024;AREAS (Agro Responsible Ecologic African Services);Hassen Ouerghemmi;01/2021
S22_D0025;EZ-TOOL;Mehdi Tatar;01/2021
S22_D0025;EZ-TOOL;Khalil Chelly;01/2021
S22_D0026;e-dengri;Maroua Ben Charrada;01/2021
S22_D0026;e-dengri;Belhaj Ines;01/2021
S22_D0027;JEY;Seifeddine Miladi;01/2021
S22_D0027;JEY;Slim Sghir;01/2021
S22_D0028;SMARTravel;Houcem Hajji;01/2021
S22_D0028;SMARTravel;Wajdi Bechaouech;01/2021
S22_D0029;HiMyCoach.com;Rassil Rnouma;01/2021
S22_D0029;HiMyCoach.com;Enkhsanaa Achour;01/2021
S22_D0030;Itialus Fidexia North Africa;Sami Ben Salem;01/2021
S22_D0030;Itialus Fidexia North Africa;Wafa Cherid;01/2021
S22_D0031;zeromate;Samir Chafai;01/2021
S22_D0032;Koodys / Thor System;Mohamed Salah Nachi;01/2021
S22_D0032;Koodys / Thor System;Malek Redissi;01/2021
S22_D0033;Chill&Lit;Fares Kotti;01/2021
S22_D0034;Overlapping UVs;Youssef Mejri;01/2021
S22_D0034;Overlapping UVs;Makrem Cherni;01/2021
S22_D0035;ABC Dev;Sdiri Mahdi;01/2021
S22_D0035;ABC Dev;Manel Ouerhani;01/2021
S22_D0036;BOXSTOP;Ghada Jandoubi;01/2021
S22_D0036;BOXSTOP;Lauret Hanout;01/2021
S23_D0001;Expert Team Tunisie;Salah El Amami;02/2021
S23_D0002;Medikadvisor;Haithem Ben Jemia Zied Ouled Ali;02/2021
S23_D0003;UNIK CHIK;Samia Mbarek;02/2021
S23_D0004;LUNAR EPS;Ahmad Hentati Mahdi Ghribi;02/2021
S23_D0005;AOS INTERNATIONAL;Rudolph Cerqueira;02/2021
S23_D0006;FelCloud;Mohamed Amine Ibrahim;02/2021
S23_D0007;Ste Magicube Industrie;Walid Chaabene;02/2021
S23_D0008;Bepeep Health;Ahmed Choucheni Mohamed Choucheni;02/2021
S23_D0009;WARENA;Naziha Ouanes Mohamed Boumiza Med Amine Jebabli;02/2021
S23_D0010;LA FIBRE ARTISANALE;Khaled Ben Brahim Samia Cherif;02/2021
S23_D0011;Handmade Tunisia;Khaoula Habouria;02/2021
S23_D0012;Kartago Dattes Snacks, Ingredients and Extracts;Fares Horchani;02/2021
S23_D0013;BYEISSA;Ahmed Elmi Mohamed Jbalia Souhaib Rejeb Wajdi Tayachi;02/2021
S23_D0014;VISTASY;Ahmed Badaoui Ibtissem Kadri;02/2021
S23_D0015;HOPE HORIZON;Raouf Ben Aissa Youssef Zied Elhechmi Mohamed Aziz Belaweid Mohamed Wassim Benzarti Najla Ghrairi;02/2021
S23_D0016;Picstore;Abdellatif Najjar Mariam Labidi Mourad Blaich;02/2021
S23_D0017;Meilleure Vie Etudiants Tunisie;Wissem Hakiri Mohamed Guediche Wided Hakiri;02/2021
S23_D0018;Fisco;Ismail Abdellaoui Mohamed Sghaier Alaa Souid Farouk Skhiri;02/2021
S23_D0019;Bridges S.A;Mahmoud Aljan;02/2021
S23_D0020;Soon Marine;Aziz Thraya Chokri Ben Sassi;02/2021
S23_D0021;BAKO MOTORS;Boubaker Siala Rached Ben Hmadou Mahmoud Siala;02/2021
S23_D0022;affipro;Youssef Ennasri;02/2021
S23_D0023;Lait Espoir;Hayfa Khalfaoui;02/2021
S23_D0024;Byessa.com;Mohamed Slim Mansouri Asma Saidi;02/2021
S23_D0025;WaterSec;Ahmed Slim Bouakez Khoubeib Tlili Zoubeir Zarrouk Mohamed Guenbri;02/2021
S23_D0026;Gelivro;Ramzi Houidi Rim Harabi;02/2021
S23_D0027;Konnect;Amin Ben Abderrahman;02/2021
S23_D0028;Vetsbook.net;Salaheddine Ogontayo Hammouda Houcem Marouane Skandaji;02/2021
S23_D0029;GARANTY;Mustapha Messaoudi Hamza Messaoudi;02/2021
S23_D0030;WMS;Mohamed Naoues Yosr Salhi;02/2021
S23_D0031;Coursify;Kalthoum Frigui Mohamed Soussi;02/2021
S23_D0032;Customing;Salah Riahi;02/2021
S23_D0033;Petit sook;Dorra Haddad zarraa Ebtissem Sahtout Sirine Berguiga;02/2021
S23_D0034;OCTARYN;Idriss Fessi;02/2021
S23_D0035;Carhabty.tn;Anis Boufahja Slim Rouissi;02/2021
S23_D0036;Green Travel Solutions ( Zmorda );Wael Arfaoui Sirine Ayadi Montassar Kammakh;02/2021
S23_D0037;Jobelle;Belkis Bouali;02/2021
S23_D0038;Amazigh;Rania Makhlouf Firas Chetouane;02/2021
S23_D0039;Futura energy Tn;Anis Kmali Rawdha Bessaoud;02/2021
S23_D0040;Ricality;Mohamed Wajih Bejaoui Mohamed Alaa Hamdi Mohamed Jihed Hmida Mohamed khalil Fitouri;02/2021
S23_D0041;Hello Dati;Nizar Hamdi Adnene Aroua;02/2021
S23_D0042;IB Space;Ghada Sayeh Cherif Foued Cherif;02/2021
S23_D0043;iCan-C;Ali Ajili Yosr Jazzar;02/2021
S23_D0044;بﺎﺗﻛ ﺔﻠﺣر _Book Journey;Houssem Baaka Aya Achour Bilal Nsib;02/2021
S23_D0045;Dev2Dev;Mohamed Debbabi Ismail Talbi;02/2021
S23_D0046;Autorent Software;Moslem Ben Dhaou;02/2021
S23_D0047;Healthy And Bnin Food;Soumaya Atoui;02/2021
S23_D0048;Bridges S.A;Mahmoud Aljan;02/2021
S24_D0001;Autoecoleplus.tn;Mohamed Amine Jendoubi Ahmed Nemlaghi Mohamed Badii Jendoubi;03/2021
S24_D0002;Fripeji.tn;Ahmed Ouertani Abdelkader Sellami Ahmed Ferjani Mohamed Salah Elbach;03/2021
S24_D0003;CarHuB-TI;Yassine Ajili Nidhal Akrout;03/2021
S24_D0004;MicroAcess;Aymen Zouaoui Kais Zouaoui Imen Ben Nsir Marwa Mejri;03/2021
S24_D0005;IMPACT NUTRITION;Marouan Ariane Houda Saied;03/2021
S24_D0006;Vife;Rania Fakhfakh Emna Souid Marwa Hannachi;03/2021
S24_D0007;Shipzzer;Alexandre Cour Sami Landoulsi;03/2021
S24_D0008;Freelancy;Mehdi Mhamdi Karim Zribi;03/2021
S24_D0009;Controlmed;Faten Hamdi;03/2021
S24_D0010;Moline;Alia Belkhodja;03/2021
S24_D0011;Kids protect;Sassi Siwar Yasmine Selmi;03/2021
S24_D0012;Drest.tn;Mohamed Omrane Mzabi Malek Mzabi;03/2021
S24_D0013;Deepth;Hamdi Mustapha Bouchra Bel Haj Abdallah;03/2021
S24_D0014;ILEY'COM-مﻛﯾﻟإ;Mehdi Ben Abdallah Marwa Moula;03/2021
S24_D0015;Vitah;Mohamed Taha Ben Mhenni Iheb Sahloul Saifeddine Ben Mhenni;03/2021
S24_D0016;Skilled;Khalil Zammeli Hosn el Oujoud Tebourski;03/2021
S24_D0017;Skills21;Hajer Kharrat Rami Mestiri Mohamed Khalil Liouane;03/2021
S24_D0018;Deliv's;Sinda Bououn;03/2021
S24_D0019;Bionics;Ayachi Monaam Ikhlas Ayachi;03/2021
S24_D0020;Suprem;Khaireddine Mejri;03/2021
S24_D0021;Win now;Nesrine Welhezi Oussema Khlifi Nizar Welhezi;03/2021
S24_D0022;Art Culture Studio;Wassim Ghozlani Nadia Redissi Amine Landoulsi Arbi Dridi;03/2021
S24_D0023;Flexipik;Amine Kéfi Beya Ben Saad;03/2021
S24_D0024;Oxacloud;Hatem Abdennadher Aida Ben Hamouda;03/2021
S24_D0025;OLFA cosmetics;Olfa Dhouibi;03/2021
S24_D0026;FIDNESS;Ahmed Najjar Yosr El Mabrouk Adel Mrabet Mohamed Soloman Oshan;03/2021
S24_D0027;Storyet;Riadh Jlassi Omar Ben Abdessamy;03/2021
S24_D0028;TANIT VISION MONITORING;Belhassen Ben Chaabane;03/2021
S24_D0029;CHIHEB RAIS;Chiheb Rais Ferdaws Abdelekbir Rania Ikbal Ouriemi;03/2021
S24_D0030;Heni OUNI;Heni Ouni Mohamed Wajih Tagourty Badri Ahmed Teissir Abboud Taha Dahech Mahdi Chtioui;03/2021
S24_D0031;Cashyi;Moslem Cherif;03/2021
S24_D0032;Africana Help Export;Majed Ben Belgacem;03/2021
S24_D0033;Foorsa;Dorsaf Tabbassi Rania Allagui;03/2021
S24_D0034;Fintech Tunisia;Zied Chaabane;03/2021
S24_D0035;Montage et intégration d'un système photovoltaïque smart Sun Tracker;Mohamed Achref Bensghaier;03/2021
S24_D0036;YOLAA;Jihene Aouachri Amine Methnani;03/2021
S24_D0037;Smart Switch Systems;Mohamed Ali Atig;03/2021
S24_D0038;E-bin;Ahlem Medini Jawher Mdini Maha Mdini;03/2021
S24_D0039;PASTECH;Khalil Ben Romdhane;03/2021
S24_D0040;Golyc Group;Amine Maalaoui;03/2021
S24_D0041;SAFEOPS;Hakim Chemam;03/2021
S24_D0042;OVVA SYSTEMS;Youssef Ennasri;03/2021
S24_D0043;Creometry;Mounir Ghlaiel Aymen El Amri;03/2021
S24_D0044;REC-INov;Hanene Moalla Jamila Khlif Wajdi Moalla;03/2021
S24_D0045;ETNAFES;Ali Safsafi Ichrak Aouissaoui Najeh Bedhief;03/2021
S24_D0046;CIVITAS DIGITAL;Bechir Gtari Firas Gaffari Houssem Akrout;03/2021
S24_D0047;BKMC corp;Bilel Knaissi Mootaz Billeh Chaabani;03/2021
S24_D0048;NetShareK Technology;Riadh Brinsi Abdallah Bakir;03/2021
S24_D0049;ZeTaByte Software Solutions;Ramzi Zelfani;03/2021
S24_D0050;EZ-Pass;Youssef Fakhfakh Zied Agrebi Orabi;03/2021
S24_D0051;The Digital Furniture Company;Marwa Ben Aissa;03/2021
S24_D0052;Konnect Networks;Amin Ben Abderrahman;03/2021
S24_D0053;Orhtlane Tunisie;Ali Karray;03/2021
S24_D0054;TUNISPACE;Farouk Oueslati Dorsaf Touil;03/2021
S24_D0055;Next Gen Corp;Moez Lachneb Ahmed Nabli Souamay Tlili Faten Manai Abd El Aziz Trabelsi;03/2021
S24_D0056;Orient Tea;Tarek Talbi;03/2021
S25_D0001;My Enlightened Mind;Oussama Ben Mahmoud Adem Abidi;04/2021
S25_D0002;DEEP FLOWS;Mohamed Makni Farah Makni Wissem Allouchi;04/2021
S25_D0003;Autoween;Mouheb Kraiem Maha Benmohamed;04/2021
S25_D0004;TAWA Digital Talents;Mohamed Salah Mbarek;04/2021
S25_D0005;ZIGOFILTRE;Youssef Bouzariata Mohemed Rameh Amine Shiri;04/2021
S25_D0006;Taxiora / Smarteo;Walid Saadaoui Khaled Benlatrach Raouia Magroun;04/2021
S25_D0007;Tunisie Aquaponie;Sofiene Rouis;04/2021
S25_D0008;Ste Tildah;Bouraoui Ben Ammar;04/2021
S25_D0009;Takwinland;Brahim jaouad Mohamed Amroussi Oumar Rejeb;04/2021
S25_D0010;ODIX;Anis Zehani Anissa Zehani;04/2021
S25_D0011;freeoui;Moez Beddi Ilyes Masmoudi Amine Ennouri;04/2021
S25_D0012;Nkawroo;Kais Malki;04/2021
S25_D0013;medtrip;Achraf Msakni Sabra Gargouri;04/2021
S25_D0014;branper;Saïd Ben Jlili Hamza ben jannet;04/2021
S25_D0015;Rednaks;Skander Chouka;04/2021
S25_D0016;Be Smart Travel;Wissem Ben Ameur Yassine Abid Driss Nadhem Firas Makni Dorra Barkallah Taieb Kerkeny Khedhiri Salah;04/2021
S25_D0017;Reevalo;Bacem Rezgui;04/2021
S25_D0018;elbusines.com;Hela Jelassi Anis Borchani;04/2021
S25_D0019;capxvalue;Maher Zaanouni;04/2021
S25_D0020;Rania WERDA;Rania Werda;04/2021
S25_D0021;Takwira;Zied Dahmani Amen Allah Dahmani;04/2021
S25_D0022;flexiolar;Hamdi kardough Chayma Ben salem Farrah Marwa;04/2021
S25_D0023;Analytix;Mariam Ouanes Ahmed Becha Ines El Ayeb Amine Gara;04/2021
S25_D0024;Vizmerald;Bassem Seddik;04/2021
S25_D0025;Birou Suite;Alaa Chaibi Imen Boumiza;04/2021
S25_D0026;Décotis;Meher Hedhli Mohamed Barki;04/2021
S25_D0027;MediTek;Adel Hamdi;04/2021
S25_D0028;MCOM;Khaled Mediouni Mohamed Haythem Goddi;04/2021
S25_D0029;isondF;Firas Yousfi Abdessalem Bazine Mehdi Maalawi;04/2021
S25_D0030;Wassaloo;Abdeljelil Lazaar Mustapha Guellaty Mohamed Zouhaier Zammel;04/2021
S25_D0031;TAWSILA;Hajer Romdhani Hafedh Ben Abdelhafidh;04/2021
S25_D0032;Paprika Solutions;Ibrahim Jlassi Mohamed Belouaer Houssem Chaabani;04/2021
S25_D0033;Kindeal;Mohamed Ali Shili Moez Hammami;04/2021
S25_D0034;School Pack;Firas Dhaouadi Maalej Ahmed;04/2021
S25_D0035;DataSense;Charef Ahmed Anas Charfi;04/2021
S25_D0036;Marcus Studio;Azzez Moatez Hamza Gassab;04/2021
S25_D0037;DIGITIN;Aymen Bergaoui;04/2021
S25_D0038;EVADAM;Souhail Msakni Sami Sghaier Ahmed Liouene;04/2021
S25_D0039;DIMAZINA;Hajer Sahnoun Faten Sahnoun;04/2021
S25_D0040;KICK LIGHT;Mohamed Amir Lahmar;04/2021
S25_D0041;NextAV;Hichem Mokni Foued Elkamel;04/2021
S25_D0042;PROTABAR;Walid Trabelsi;04/2021
S25_D0043;MY-OYA;Sarra Khemakhem Oumayma Kéfi;04/2021
S25_D0044;"""A7yini"" / CBM-EE";Afef Letaief Aziz Hafsa;04/2021
S25_D0045;ABONO\FINEX;Kais Euchi;04/2021
S25_D0046;UNIVERSAL MARKETING;Aymen Gahbiche Nourine Bouguella;04/2021
S25_D0047;STERECO;Ala Eddine Maatoug;04/2021
S25_D0048;Wimbee;Neila Benzina;04/2021
S25_D0049;"la ferme bio-écologique pédagogique ""Rissala Kids Farm""";Imen Mefteh Ilef Oumari;04/2021
S25_D0050;Looklyoum;Wafa Makni Imed Elabed;04/2021
S25_D0051;Check Check;Bechir Bouazizi;04/2021
S25_D0052;Bee Eyes Tunisia;Mohamed Hadiji Aymen Tounsi Mohamed Kabadou;04/2021
S25_D0053;VirStand;Mohamed Ali Zaier Mohamed Ben Romdhane;04/2021
S25_D0054;MiamMiam;Rim Ben Mansour;04/2021
S25_D0055;3DSky;Montassar Faidi;04/2021
S25_D0056;drone intelligent;Golli Youssef;04/2021
S25_D0057;EatHome Resto;Nahla Saidani Moez Hmidi;04/2021
S25_D0058;Alpha Mall;Amri Abderrahmen Ines Miled Gharsalli Wael Kachouri Hind Malek Najahi;04/2021
S25_D0059;Direct DK;Maher Essalah;04/2021
S25_D0060;BananaBlue;Wessim Elkefi Marwene Bouhawel;04/2021
S25_D0061;Lexperto;Malek Oueslati Dorsaf Bel Hadj Mohamed;04/2021
S25_D0062;creances.tn;Maher Chafii;04/2021
S25_D0063;twansa.tn;Rani Ben Mahmoud Safa Rzig;04/2021
S25_D0064;EDL;Wala Bouzouita Mohamed Bouzouita Elyes Belhaj;04/2021
S25_D0065;Darenup;Mortadha Mehri Jesser Ben Mefteh;04/2021
S25_D0066;Sonia Ben Rejeb;Sonia Ben Rejeb Mohamed Aziz Ben haj ali Oussama Mhimdi Wessim Khiari Nessrine Ben Hadj Youssef;04/2021
S25_D0067;Digi-Hire;Maroua Ben Khaled Mariem Mahjouba Saidani Asma Ben Ghali;04/2021
S25_D0068;SmartShop;Ahmed Fakhri Hamrouni Mohamed Yessine Soufi Hanen Amraoui;04/2021
S25_D0069;HIPPOCRATES;Dhafer Ben Amor Rym Bedoui;04/2021
S25_D0070;CBOT;Linda Riahi Bassems Lamouchi Hedi Manai;04/2021
S25_D0071;SwitchAutomobile;Wajih tarsim Ahmed Fourati;04/2021
S25_D0072;ija ndhayfek;Nassim Naimi;04/2021
S25_D0073;General Computing Solutions Company;Lokmen Rojbeni Hajer Rojbeni;04/2021
S25_D0074;Particulier;Wael Boubaker;04/2021
S25_D0075;Go switch;Marwa Setti Med Aziz Setti;04/2021
S25_D0076;InBox;Sana Khadhraoui Adam Ben mokded Aymen Yanoubli;04/2021
S25_D0077;Gestion Environnementale;Awes Ferchichi Fahmi Missaoui;04/2021
S25_D0078;ReMotion;Ahmed Nabli Moez Lachneb;04/2021
S25_D0079;AvatarBooking;Slim Ben Yedder Ridha Alouani;04/2021
S25_D0080;Shwoppy;Ikram Aloui Karim Aloui Yosr Aloui;04/2021
S25_D0081;Educanet Tunisia;Anis Arbia;04/2021
S26_D0001;WeRebase;Ghaleb Ben Ali Karim Daghari;05/2021
S26_D0002;G.A.J;Leila Marzoug Skander daas;05/2021
S26_D0003;GROW IT YOURSELF;Moez Farhat Mohamed Amine Youssef Ilyes Saidani;05/2021
S26_D0004;EMNA HUSSEIN;Emna Hussein;05/2021
S26_D0005;almourabi e-learning;Mourad Gabsi Aya Drissi;05/2021
S26_D0006;Soul & Planet;Fatma Midani Mehdi Achour Touhami Midani;05/2021
S26_D0007;Lakadimia;Tarek Gasmi Karim Ettabaa;05/2021
S26_D0008;Laevitas;Hassen Naas Amine Massaabi Rassil Rhouma;05/2021
S26_D0009;SESAMm;Pierre Rinaldi Sylvain Forte Florian Aubry;05/2021
S26_D0010;invented technology;Mohamed Bayouli Emna Ben Jeddi;05/2021
S26_D0011;CAMPUSNA;Neila Alya Benzina;05/2021
S26_D0012;DIGI-TECH;Houssein Midouni;05/2021
S26_D0013;MediaMax;Yassine Boumaiza Oussama Bel Hadj Ali;05/2021
S26_D0014;Reserv;Sonia Hafaiedh Anissa Hafaiedh;05/2021
S26_D0015;Hémisphère;Aymen Aouadi Malek Ben Yedder Motaz Marzouki Khaled Mejbri;05/2021
S26_D0016;INOVA WIRELESS;Mohamed Tlich;05/2021
S26_D0017;WimbeyondAnalytica;Neila Benzina;05/2021
S26_D0018;Smarketyrs;Mohamed Bahri Hayet Rais Jeremy Rochot;05/2021
S26_D0019;SOFI;Kaies Tarres Mohamed Tarres Soumaya Tarres;05/2021
S26_D0020;Investhune plus;Wael Hassen Ala Eddine Hassen Malek Chaabane Mohamed Amine Berguiga;05/2021
S26_D0021;forsaty;Mohamed Slimeni;05/2021
S26_D0022;Hubs;Khaled Chiboub Mohamed Hamlaoui;05/2021
S26_D0023;CRABHOUSE;Karim Hammami Mohamed Amine Battikh;05/2021
S26_D0024;Sté MASPET;Arselene Rouatbi Ridha Rouatbi;05/2021
S26_D0025;3D real;Ahdi Hidri Youssef Chatti;05/2021
S26_D0026;Digital group performance;Hatem Ben Brahim;05/2021
S26_D0027;Valet Hosting;Emine Meherzi Amina Trigui;05/2021
S26_D0028;Only recommended stays .;Maher Guetary;05/2021
S26_D0029;beeton;Bachir Tlemsani Wannes Bjaoui Lasad Tlemsani;05/2021
S26_D0030;Impression 3D et fabrication des imprimantes 3D;Zayd Habbachi;05/2021
S26_D0031;LE GROUPEMENT;Nizar Guidara Amira Aydi;05/2021
S26_D0032;PETICHOU;Dhouha Bel Hadj Yahia;05/2021
S26_D0033;Delifood;Lassaad Ben Rejeb;05/2021
S26_D0034;Carthachain;Mohamad Mouihbi Mahmoud Jebri;05/2021
S26_D0035;Speedy;Omar Trabelsi Nidhal Sahraoui Achref Dawahi;05/2021
S26_D0036;VB SMART;Amine Fourati Kamoun Rami;05/2021
S26_D0037;Home Décor AR;Oussema Ksontini Yosri Kossontini Mariem Ben Maallem Abdel Majid Kessentini;05/2021
S26_D0038;FUGLAB;Belgacem Negrini;05/2021
S26_D0039;Beauty Addict;Chaima Ben Ayed Mehdi Triki;05/2021
S26_D0040;Due to Data;Maha Mgaieth;05/2021
S26_D0041;Skills21;Hajer Kharrat Rami Mestiri Mohamed Khalil Liouane;05/2021
S26_D0042;LEEVYA Communication;Wissem Bouguila Loïc Lafhej;05/2021
S26_D0043;MIH STORE;Ibtihel Haddedi Skander Haddedi;05/2021
S26_D0044;UpKurs;Mohamed Ali Taoues Nidhal Jammali Selsebil Ben El Haj Sghaier;05/2021
S26_D0045;SAHTICARE;Mohamed Taha Ben Mhenni Iheb Sahloul Saifeddine Ben Mhenni;05/2021
S26_D0046;WE WORK STUDIO WWS;Tarek Berrehouma Mohamed Ben Rhouma;05/2021
S26_D0047;Société NOVEL-TI;Zied LOUKIL Ferdouas MASMOUDI;05/2021
S27_D0001;KOOL;Mohsen Ayari;06/2021
S27_D0002;DRYSEK;Amjed Teraa Elyes Said;06/2021
S27_D0003;HYDROPEN TECHNOLOGIE;Tawfik Ben Hamadi Zied Boukhris Mourad Chaabane;06/2021
S27_D0004;Seabex Middle East and Africa;Amira Cheniour Ines Hamida Taher Mestiri;06/2021
S27_D0005;GO TO MATCH;Youssef Boumahdef Wissem Ata Khaled Hamila;06/2021
S27_D0006;MARKET360DEGREES;Ghassen Selmi Amen Eddine Mili Houssam Jedidi Rene Sehi Joerg Funder Guenter Althaus;06/2021
S27_D0007;B2B Tunisia;Mohamed Bechir Chniti Nedra Neffeti;06/2021
S27_D0008;Agritable;Hajer Siala Sophiene Jebabli;06/2021
S27_D0009;Ghazela Technology;Anis Hachani;06/2021
S27_D0010;GDTC;Haithem Cherni;06/2021
S27_D0011;Kabylis;Oussama Romdhane Khalil Fakhfekh;06/2021
S27_D0012;Dlilek;Moussa Tajouri Chourouk Attig;06/2021
S27_D0013;robotdot;Mohamed Ghazi Baccouche Habib Gafsi;06/2021
S27_D0014;Provectus;Kamel Jemli Dhia Jemli Monji Jemli;06/2021
S27_D0015;AquaDeep;Mohamed Ben Ahmed Mohamed Youssef Chahed;06/2021
S27_D0016;myCarCare;Rami Brahem Amani Bettaieb Ahmed Ben Yedder;06/2021
S27_D0017;Cooptatio;Mohamed Ali BRINI Hayfa Ben Mohamed;06/2021
S27_D0018;WIKI ACADEMY SA;Wassef Ben Ounis;06/2021
S27_D0019;Mirva Intertnational Trading;Marwa Ferchichi Severin Judicael Mombembo;06/2021
S27_D0020;Convergen;Sarah Lamine Mohamed Ali Aguel;06/2021
S27_D0021;RED LION MATRIX;Marwane Arsslene Zribi Rhym Ben Ghazi Teja Kallel;06/2021
S27_D0022;TEK4OFFICE;Ali Khelifi Khelifi Ibrahim;06/2021
S27_D0023;Tunisia's Harvest;Nahla Elmi;06/2021
S27_D0024;Escape Room Tunisia;Nadhmi Jourchi Narjess Derouiche;06/2021
S27_D0025;Roost;Firas Raddadi Ghada Radadi Hatem Temimi;06/2021
S27_D0026;KatYos;Yosra Arous Mahdi Arous;06/2021
S27_D0027;JOBGATE;Angoud Houssem;06/2021
S27_D0028;LE BISCUIT FONCTIONNEL;Neila Hafsia Seifeddine Memmiche;06/2021
S27_D0029;DDC Tunis;Amin Dridi Hedy Jamoussi;06/2021
S27_D0030;Inaya;Omar Ben Haj Said Mohamed Aouinet Walid Msallem;06/2021
S27_D0031;Digital Deals;Mourad Sahloul S'himi Heni;06/2021
S27_D0032;ALEXEER Dynamics;Mohamed Habib Chebbi;06/2021
S27_D0033;Dolce Vita Overseas;Nour El Kamel Lilia El Kamel;06/2021
S27_D0034;Lamikal;Anis Ben Slimane;06/2021
S27_D0035;VirtoTrip;Zayane Mohamed Yassine;06/2021
S27_D0036;SUCCESS STORY;Slim Zribi;06/2021
S27_D0037;WeFix;Sabri Cheriha;06/2021
S27_D0038;Sport Land;ADEL CHAARI;06/2021
S27_D0039;EDU'COM;Mohamed Seddik Azzabi;06/2021
S27_D0040;Digiflow;Ghassen Maalej Mohamed Limame Elie Zoghaib Mohamed Kadi;06/2021
S27_D0041;SMART SPORTS;Oussema Dhaouadi;06/2021
S27_D0042;NeoBionics;Monaam Ayachi Ikhlas Ayachi;06/2021
S27_D0043;STE YAGRI;Yasser Belguesmi Dorsaf Bouallagui;06/2021
