startup_id;founder_id;session;societe;fondateur
291;399;01/2020;Optimalogistic;Maher Chakroun
292;400;01/2020;Next Gen Solution / UnFrauded;Taha Cabani
293;401;01/2020;Digital2Value;Foued Manaa
294;402;01/2020;STE ESKY PROFESSIONAL SERVICES LIMITED;Kais Khadhraoui
295;403;01/2020;Sentinel Data;Walid Mnif
296;404;01/2020;DCX;Mohamed Ali Midani
297;405;01/2020;Paygrant;Khalil Manai
298;406;01/2020;AbrarCom Analytics;Houssem Nouri
299;407;01/2020;Prefabulous;Malik Nouira
300;408;01/2020;Societe Tunisian Online Teachers;Rania Khelil
301;409;01/2020;GLOLIX TUNISIA La relation client à l’ère du digital;Mourad Othmane
301;410;01/2020;GLOLIX TUNISIA La relation client à l’ère du digital;Mohamed Achref Gabsi
302;411;01/2020;Support de coupe a couvercle automatique;Makrem Gharbi
303;412;01/2020;IJA SOLUTION;Hatem Drira
304;413;01/2020;QUERMES;Karim Sellami
305;414;01/2020;Doqtoor;Mohamed Ben Hmida
306;415;01/2020;Sun Tracker;Mohamed Achref Ben Sghaier
307;416;01/2020;DaryDar;Taha Khaled
308;417;01/2020;Zcare;Haythem Zouaoui
309;418;01/2020;Examido;Hajer ELhedi
310;419;01/2020;Consulti;Alaeddine Jalel
311;420;01/2020;DRYSEK;Amjed Teraa
312;421;01/2020;VDOC Projet de valorisation des coproduits issus de l'engraissement du thon rouge (Oleomar Start- up Projet);Mohamed Aymen Saadani
312;243;01/2020;VDOC Projet de valorisation des coproduits issus de l'engraissement du thon rouge (Oleomar Start- up Projet);Sami Guetari
312;244;01/2020;VDOC Projet de valorisation des coproduits issus de l'engraissement du thon rouge (Oleomar Start- up Projet);Nadia Bouslimi Guetari
312;422;01/2020;VDOC Projet de valorisation des coproduits issus de l'engraissement du thon rouge (Oleomar Start- up Projet);Makrem Dhifalli
312;423;01/2020;VDOC Projet de valorisation des coproduits issus de l'engraissement du thon rouge (Oleomar Start- up Projet);Aymen Gatri
313;424;01/2020;Universal Technology of infinite keys;Mounir Bezzarga
313;264;01/2020;Universal Technology of infinite keys;Abdelhamid Boukhari
313;425;01/2020;Universal Technology of infinite keys;Sarra Kalfet
314;266;01/2020;Tuni'AR;Mohamed Karim Sakrani
943;1531;01/2022;RAIS / SMART QUALITY GATE;Asma Reghimi
943;1532;01/2022;RAIS / SMART QUALITY GATE;Bilel Barouni
943;1533;01/2022;RAIS / SMART QUALITY GATE;Noureddine Ben Tahar
944;1534;01/2022;Kinko;Mohamed bilel Kedidi
944;1535;01/2022;Kinko;Atef Turki
944;1536;01/2022;Kinko;Yosra Arous
945;1537;01/2022;KatYos;Leila Bennasr
945;1538;01/2022;KatYos;Mahdi Arous
945;1539;01/2022;KatYos;Khelifi Ali
946;1161;01/2022;Lavocato;Khelifi Ibrahim
946;1540;01/2022;Lavocato;Ines baccouche
948;1541;01/2022;GoPayzi;Houssem Charfi
949;1542;01/2022;Above Creation;Houssem Othmeni
949;1543;01/2022;Above Creation;Hamdi Ammar
951;1544;01/2022;Ostool;Mehdi Maadi
951;1545;01/2022;Ostool;Walid Ben Ali
951;1546;01/2022;Ostool;Halim Boussada
952;1547;01/2022;Karriery;Samy Ben Chaalia
952;1548;01/2022;Karriery;Mohamed Alaya Bouabda
952;1549;01/2022;Karriery;Sofiene Haouas
952;1550;01/2022;Karriery;Sahbi Helali
952;1551;01/2022;Karriery;Ahmed Jlassi
952;1552;01/2022;Karriery;Hamza Nouir
952;1553;01/2022;Karriery;Yessine Bouriga
952;1554;01/2022;Karriery;Karim Kachouri
952;1555;01/2022;Karriery;Salem Abdessalem
953;1556;01/2022;kawther Mouelhi;Mohamed Zegdene
953;1557;01/2022;kawther Mouelhi;Nejah Ben Nasrallah
954;1558;01/2022;Iysaal;Mahfoudh Aouichri
954;1559;01/2022;Iysaal;Haddad Rafik
954;1560;01/2022;Iysaal;Hichem Boussetta
954;1561;01/2022;Iysaal;Jamel Hassine
955;1562;01/2022;Survey Fibre & Civil;Zohra Neffati
955;1563;01/2022;Survey Fibre & Civil;Monji Haddad
955;1564;01/2022;Survey Fibre & Civil;Mohamed Amine Mzoughi
955;1565;01/2022;Survey Fibre & Civil;Yassine Kardoun
956;1566;01/2022;Tryppy;Skander Saidi
956;1567;01/2022;Tryppy;Guesmi Marwen
956;1568;01/2022;Tryppy;Hamdi Mustapha
957;1569;01/2022;Deepth;Bouchra Abdallah
957;1570;01/2022;Deepth;Madani Moutaa
958;1571;01/2022;maginater;Bilel Bilelbasly
958;1259;01/2022;maginater;Mohamed Amine Bensalem
958;1260;01/2022;maginater;Mohamed Kharrat
959;1261;01/2022;Hayat Tech;Ahmed Yassine Bensalem
959;1572;01/2022;Hayat Tech;Mestiri Habib
960;60;01/2022;Géo Solutions Technologie;Karim jouini
961;61;01/2022;Expensya Tunisie;Jihed othmani
962;107;01/2022;Fouta Tunisia;Beldi Zied
962;956;01/2022;Fouta Tunisia;Mohamed Jbalia
963;957;01/2022;BYEISSA;Souhaib Rejeb
963;958;01/2022;BYEISSA;Wajdi Tayachi
1268;2133;01/2023;Dooda;Omar Louzir
1269;2134;01/2023;Crop's Talk;Chahine Fersi
1269;2135;01/2023;Crop's Talk;Yassine Awadni
1269;2136;01/2023;Crop's Talk;Riadh Jomaa
1269;2137;01/2023;Crop's Talk;Anis Fekih
1271;2138;01/2023;HawKar;Seifeddine Aissa
1271;2139;01/2023;HawKar;Mohamed Moez Touil Touil
1271;1749;01/2023;HawKar;Mohamed Hamdi
1272;2140;01/2023;IASOTWIN;Linda Touil
1272;2141;01/2023;IASOTWIN;Yasmine Bziouech
1272;2142;01/2023;IASOTWIN;Houcem Eddine Ben Lasfar
1272;2143;01/2023;IASOTWIN;Sahli Nader
1272;2144;01/2023;IASOTWIN;Sabri Sahli
1272;2145;01/2023;IASOTWIN;Karim Fathallah
1273;2146;01/2023;Smart For Green: Farm and;Rania Fathallah
1274;2147;01/2023;Forest Fire Protection;Mohamed-Hedi Mellekh
1274;2148;01/2023;Forest Fire Protection;Oussema Charbib
1274;2149;01/2023;Forest Fire Protection;Wael Fathallah
1274;2150;01/2023;Forest Fire Protection;Mohamed Ali Fathallah
1274;2151;01/2023;Forest Fire Protection;Iheb Lourimi
1274;2152;01/2023;Forest Fire Protection;Saif touzi
1274;2153;01/2023;Forest Fire Protection;Haoua Guezguez
1275;2154;01/2023;DigiMove;Nour Ladhari
1275;2155;01/2023;DigiMove;Nassim Bensassi
1275;2156;01/2023;DigiMove;Hfaiedh Bedoui
1275;2157;01/2023;DigiMove;Mohamed Aziz Brinis
1276;2158;01/2023;Boky;Othmane Barnis
1276;2159;01/2023;Boky;Ghofrane Ben Mabrouk
1277;2160;01/2023;Train Your Mind;Mohamed Khalil Ben Chebil
1277;2161;01/2023;Train Your Mind;Mohamed Salah Ouelhazi
1278;2162;01/2023;Mouqawel;Ikbel Sassi
1278;2163;01/2023;Mouqawel;Emna Skhiri
1279;2164;01/2023;Link Park;Omar Triki
1279;2165;01/2023;Link Park;Ala Zrafi
1280;2166;01/2023;URBAN DANCE;Mansoura Jilani
1280;2167;01/2023;URBAN DANCE;Rahma Mabrouk
1281;2168;01/2023;Hbibty Market;Skander Benzarti
1281;2169;01/2023;Hbibty Market;Meriam Maaloul
1281;2170;01/2023;Hbibty Market;Wifak Ghaddab
1282;2171;01/2023;BusinessChat;Hayet El Ayeb
1282;2172;01/2023;BusinessChat;Nizar Romdhane
1283;2173;01/2023;YASLINE ENGINEERING;Salsabil Mansouri
1284;2174;01/2023;LIGHTRESA;Mohamed Mellouki
1285;2175;01/2023;KLAP;Taoufik Belkhodja
1286;1292;01/2023;C'MIND C'MIND;Sabri Barbaria
1286;1832;01/2023;C'MIND C'MIND;Imen Zouari
1287;1833;01/2023;IZ AGRI IZAGRI;Zineb Zouari
1287;1350;01/2023;IZ AGRI IZAGRI;Ghassen Sghaier
1288;970;01/2023;IZICLAIM IZICLAIM;Mohamed Sghaier
1288;1351;01/2023;IZICLAIM IZICLAIM;Senda Akili
1288;1863;01/2023;IZICLAIM IZICLAIM;Cyrine Atallah
1288;1864;01/2023;IZICLAIM IZICLAIM;Emilio Illc La Peruta
1289;2176;01/2023;WAF WAF HOUSE;Waf Waf House Ridha Bouasker
1289;1866;01/2023;WAF WAF HOUSE;Yusbely Nacary Jimenez Guerra
1289;1867;01/2023;WAF WAF HOUSE;Hassine Atallah
1289;1921;01/2023;WAF WAF HOUSE;Moez Lidinellah Waddey
1290;1922;01/2023;Dyno & Motiva Systems dyno;Mohamad Obeid
1290;2177;01/2023;Dyno & Motiva Systems dyno;Mohamed Hedi Jridi
1290;1998;01/2023;Dyno & Motiva Systems dyno;Hassouna Ben Jemaa
1291;1999;01/2023;Digital city innovation;Noomen Tounsi
1291;1868;01/2023;Digital city innovation;Anouar Abdelkoudous Bouassida
1292;1869;01/2023;Thnity Maas Thnity;Amina Garbouj
1292;1870;01/2023;Thnity Maas Thnity;Sayma Besbes
1292;2091;01/2023;Thnity Maas Thnity;Walid Meddeb
1293;2092;01/2023;OPKODERLABS  Taskflow;Mohamed Aziz Lahkimi
1293;2035;01/2023;OPKODERLABS  Taskflow;Mohamed Adel Tarki
1294;2036;01/2023;YARI PROJECT YARI;Mohamed Nejib Bejar
1294;2049;01/2023;YARI PROJECT YARI;Salim Benaoun
1295;2050;01/2023;WHEELZ PRO'FIT;Mohamed Wassim Abidi
1295;2051;01/2023;WHEELZ PRO'FIT;Hela Msaddek
1296;2178;01/2023;XTENDPLEX S A R L XTENDPLEX;Hassan Cheriha
1296;2179;01/2023;XTENDPLEX S A R L XTENDPLEX;Ahmed Cheikhrouhou
1297;2180;01/2023;Polysmart Polysmart;Haroun Bouchrit
1650;2755;01/2024;Catchy;Souhail Saihi
1650;2756;01/2024;Catchy;Zeidoun Meksi
1650;1519;01/2024;Catchy;Adnen Somai
1651;2757;01/2024;Atome Academy;Jawhar Mtar
1651;1519;01/2024;Atome Academy;Adnen Somai
1651;2758;01/2024;Atome Academy;Yasser Joudi
1651;2759;01/2024;Atome Academy;Mejdi Gaddouch
1652;2760;01/2024;ALIDADE;Monia Grtimene
1652;2761;01/2024;ALIDADE;Hazem Hamrouni
1653;2762;01/2024;Hi Interns;Khalil Bessaad
1653;2763;01/2024;Hi Interns;Helmi Benameur
1653;2764;01/2024;Hi Interns;Fares Gaida
1653;2765;01/2024;Hi Interns;Sofiene Gharbi
1654;2766;01/2024;Pedago;Ahmed Berred
1654;2767;01/2024;Pedago;El Montassar Belleh Gaida
1654;2768;01/2024;Pedago;Mohamed Amine Ghazouani
1654;2769;01/2024;Pedago;Wassim Affes
1655;2770;01/2024;FlexyFleet;Karim Ben Fadhel
1656;2771;01/2024;kortable;Syrine Abidi
1657;2772;01/2024;COSMETIQUE BIO-PHYTO;Manel Mallek
1657;2773;01/2024;COSMETIQUE BIO-PHYTO;Tekaya Oussama
1657;2774;01/2024;COSMETIQUE BIO-PHYTO;Hamdi Belhassen
1658;2775;01/2024;Caire Health AI;Mohtadi Ben Fraj
1658;2776;01/2024;Caire Health AI;Daniel Angloher
1658;2777;01/2024;Caire Health AI;Saif Eddine BorgholKamel Ben
1659;2778;01/2024;officent;AnayaAsma MethamemSoulayma
1659;2779;01/2024;officent;Mahran Abid
1660;2188;01/2024;twinnoverse;Adam Bouchaala
1660;1568;01/2024;twinnoverse;Hamdi Mustapha
1661;2780;01/2024;InnoDeep;Majdi Jaber
1662;223;01/2024;Qualimaker;Mehdi Zaabar
1662;2088;01/2024;Qualimaker;Malek Ben Mbarek
1663;564;01/2024;Ecofactoriz eco Gwatring;Imen Hbiri
1663;2781;01/2024;Ecofactoriz eco Gwatring;Mohamed Zekri
1663;2782;01/2024;Ecofactoriz eco Gwatring;Oussama Houcine
1663;2783;01/2024;Ecofactoriz eco Gwatring;Najem Ddine
1663;2784;01/2024;Ecofactoriz eco Gwatring;Souheil Elhoucine
1664;2785;01/2024;VISIMEDIA;Ikram Ben Sassi
1664;2786;01/2024;VISIMEDIA;Bassem Lamouchi
1665;2787;01/2024;Quokka Agency;Hedi Manai
1666;2788;01/2024;Karthago Machine;Achraf Bleili
1666;2789;01/2024;Karthago Machine;Ahmed Ben Attia
1666;2790;01/2024;Karthago Machine;Mehdi Trabelsi
1667;2791;01/2024;Everwed;Ahmed Missaoui
1667;2792;01/2024;Everwed;Anis Mimech
1668;2793;01/2024;lebondeal;Fares Jabloun
1668;2794;01/2024;lebondeal;Hamzaoui Sofiene
1669;2795;01/2024;AIPenetraGuard;Hamzaoui Noureddine
1669;2796;01/2024;AIPenetraGuard;Sfaxi Ameur
1669;2797;01/2024;AIPenetraGuard;Danden Ahmed
1670;2798;01/2024;Discover Tunisia;Touati Selsebil
1671;1506;01/2024;Arsek dripbox Arsek dripbox;Kais Oueslati
1671;2667;01/2024;Arsek dripbox Arsek dripbox;Montasser Khamassi
1671;2668;01/2024;Arsek dripbox Arsek dripbox;Nour El Houda Shili
1672;2669;01/2024;OCTOMIRO BRAIN-TEK;Mohieddine Drissi
1672;2670;01/2024;OCTOMIRO BRAIN-TEK;Slim Griri
1672;2615;01/2024;OCTOMIRO BRAIN-TEK;Fares Messedi
1673;2616;01/2024;COHEALTH Saydalid;Rayen Miaoui
1673;2799;01/2024;COHEALTH Saydalid;Yadh Khalfallah
1673;2564;01/2024;COHEALTH Saydalid;Mohamed Nahouchi
1674;2565;01/2024;VLSoft Virtu-Lab;Amrou Kboubi
1674;2566;01/2024;VLSoft Virtu-Lab;Siwar Ben Nejma
1675;2440;01/2024;Code Pro Qr Smarting Serve;Mourad Sahloul
1675;2671;01/2024;Code Pro Qr Smarting Serve;Salmen Ajili
1676;2673;01/2024;D Customized Solution;Sahbi Ben hmida
1978;3265;01/2025;Vie verte BSF;Faoizia Mehdhaoui
1978;3266;01/2025;Vie verte BSF;Sofiane Trabelsi
1979;3267;01/2025;Docic;Sami Kallel
1979;3268;01/2025;Docic;Myriam Mouakhar
1979;3269;01/2025;Docic;Ferid Hamida
1980;3270;01/2025;1FOR1 LEARNING;Cerine Hamida
1980;3271;01/2025;1FOR1 LEARNING;Mohamed Ali Hmida
1981;3272;01/2025;Amperon Technologies;Mariem Mnasri
1981;3273;01/2025;Amperon Technologies;Fetni Mohamed
1981;3274;01/2025;Amperon Technologies;Anwer Boukmiha Hichem Abdennadher
1982;3275;01/2025;Artizone;Ahmed Besrour
1982;3276;01/2025;Artizone;Wiem Klaa
1983;3277;01/2025;Pass excellence;Rim Kassous
1983;3278;01/2025;Pass excellence;Yassine Chaker
1983;3279;01/2025;Pass excellence;Al Kallel
1984;3280;01/2025;Nativeads Ai;Wael Abid
1984;3281;01/2025;Nativeads Ai;Yecin Dridi
1985;1394;01/2025;Otravers;Alaa edinee Ben Mbarek
1985;3282;01/2025;Otravers;Taycir Chouk
1986;3283;01/2025;Readdly;Fares Ben Younes
1987;2835;01/2025;Dari;Souheil Bouzouita
1987;3284;01/2025;Dari;Mohamed Latiri
1988;3285;01/2025;Spirunat;Adnane Kacem
1988;1704;01/2025;Spirunat;Aziza Ibn Hadj Hassine
1989;3286;01/2025;E-edu;Mehdi Chelly
1990;3287;01/2025;Glamour;Mohamed Yacine Missaoui
1990;3288;01/2025;Glamour;Mohsen Bouzid
1991;3289;01/2025;HOUKOUK.TECH;Eya Bouzid
1991;3290;01/2025;HOUKOUK.TECH;Rayen Bouzid
1992;3291;01/2025;EDUCARE;Lilia Kamoun
1992;3292;01/2025;EDUCARE;Imed Mabrouk
1993;3293;01/2025;VIRTUAL ERA;Abdelkarim Mars
1993;3294;01/2025;VIRTUAL ERA;Dhouha Azri
1994;3295;01/2025;Thagamuta Agro;Affi Khouloud
1995;3296;01/2025;Esticharati;Ali Dahmani
1995;2108;01/2025;Esticharati;Arbi Soussi
1996;3297;01/2025;Tale Platform;Fakhreddine Belgaied
1997;3298;01/2025;PERF ANALYSIS CONSULTING;Mohamed Ayachi
1997;3299;01/2025;PERF ANALYSIS CONSULTING;Abdelkarim Friaa
1998;3300;01/2025;SOFTAVERA TUNISIE;Bechir Ben Abdallah
1999;3138;01/2025;VYZYOSCHOOL VYZYOSCHOOL;Marwa Mhedhebi
2002;3096;01/2025;Healthy Animal World animale et consulting;Marwa Mekni Toujani
2361;3920;01/2026;IMMUNO KAAR (IMMU CARDER);ZOHRA KECHIDA
2361;3921;01/2026;IMMUNO KAAR (IMMU CARDER);Ilem hassairi
2361;3922;01/2026;IMMUNO KAAR (IMMU CARDER);Harvey Lowe
2362;3923;01/2026;Arcube;Prithveesh Nallamilli
2362;3924;01/2026;Arcube;Nour Jdey
2363;51;01/2026;GoToGreen;Ferid Kamel
2363;3925;01/2026;GoToGreen;Youssef Abdeljaoued
2364;3926;01/2026;OTARI;Raed Seddik
2365;3927;01/2026;Yes-Sir;FEDI SOUILEM
2366;3928;01/2026;HopeVisionAI;amira karoui
2366;3929;01/2026;HopeVisionAI;Oussama Cherni
2367;3930;01/2026;SAHTEE;abderrahmen abdelkabir
2367;3931;01/2026;SAHTEE;Slaheddine Dardouri
2368;3932;01/2026;ALBUPAD-NA;Eya ALOUI
2368;3933;01/2026;ALBUPAD-NA;Asma Ferchichi
2369;3934;01/2026;Riyasol;Houda Ferchichi
2370;3305;01/2026;Qubit Labs Tunis;Marouane Salhi
2370;3935;01/2026;Qubit Labs Tunis;Hatem Eldakhakhni
2370;3936;01/2026;Qubit Labs Tunis;Hammadi Kadri
2371;3937;01/2026;Nuraxis Ai;Mohamed KADRI
2371;3938;01/2026;Nuraxis Ai;Wissal Rouabeh
2372;3939;01/2026;The Landlord Manager;Farouk Ben Achour
2372;3940;01/2026;The Landlord Manager;Rached Khalil
2373;3941;01/2026;TFCx;Mariem Babay Rouis
2373;3942;01/2026;TFCx;Yassine RAHMOUNI
2374;3943;01/2026;DURABILIS CONSULTING;Tahar Rahmouni
2374;3944;01/2026;DURABILIS CONSULTING;RAHMOUNI Yassine
2375;3945;01/2026;RDVEXPRESS;Noureddine DBOUBA
2375;2968;01/2026;RDVEXPRESS;Lassaad Ben Rejeb
2376;3946;01/2026;Automatizi;Yosra Youssef
2376;3947;01/2026;Automatizi;Gharssallah Alaa
2377;3948;01/2026;TINNOBOTICS;Mohamed Firas Gabsi
2377;3949;01/2026;TINNOBOTICS;Youssef Mejri
2378;3950;01/2026;Attoset - The Work OS for Intelligent Work Management;Rayen Inoubli
2378;3951;01/2026;Attoset - The Work OS for Intelligent Work Management;Mohamed habib Grami
2378;3952;01/2026;Attoset - The Work OS for Intelligent Work Management;Chaima Ben Mahmoud
2379;3953;01/2026;GensisCode;yassin gmati
2379;3954;01/2026;GensisCode;maram guenouati
2379;3955;01/2026;GensisCode;mohamed amine ziedi
2380;3956;01/2026;Nexor Robotics;Naim Ezzdini
2380;3957;01/2026;Nexor Robotics;Manar Daghsni
2380;3958;01/2026;Nexor Robotics;Oussama Yaakoubi
2380;3959;01/2026;Nexor Robotics;Sonia Amamou
2381;3960;01/2026;CvHub;Ali Nahdi
2381;3961;01/2026;CvHub;Oussama ferjani
2382;3962;01/2026;CarthaPos;Mohamed ali Mankai
2383;3963;01/2026;OpenSOC;Mohamed Karim KECHALFI
2384;3964;01/2026;SM Drone;Skander Amamou
2384;3965;01/2026;SM Drone;Farah Chenchah
2384;3966;01/2026;SM Drone;saif ouhaibi
2385;3967;01/2026;Eyproc;Jaweher Khmiri
2385;3968;01/2026;Eyproc;Naceur ELLOUZE
2385;3969;01/2026;Eyproc;Sabrine Hamrouni
2385;3970;01/2026;Eyproc;Charrad Chamseddine
2386;3971;01/2026;JeelQuest;ala Akrichi
2386;3972;01/2026;JeelQuest;Badereddine Fadhlaoui
2386;3973;01/2026;JeelQuest;Hatem Benechikh
2387;3974;01/2026;9atratech;Mohamed Amine Mhadhbi
2388;3975;01/2026;AL BAYEN;BEN YAGOUTA Abdelbari
2388;3976;01/2026;AL BAYEN;Wrida BEN YAGOUTA
2388;3977;01/2026;AL BAYEN;Yassine Sellami
2389;3978;01/2026;Enissay Studio;Siwar Fourati
2389;3979;01/2026;Enissay Studio;wael sellami
2389;3980;01/2026;Enissay Studio;Mohamed Ilyas Abdelkefi
2390;3981;01/2026;BNJMO Studios;Mohamed Ben Jazia
315;426;02/2020;Katomi;Firas Mezghani
316;427;02/2020;Société Saghroun.com;Ayet Elmouna Chemli
316;428;02/2020;Société Saghroun.com;Walid Ammar
317;429;02/2020;BSmart SARL;Ahmed Fessi
317;430;02/2020;BSmart SARL;Achref Mattar
318;431;02/2020;Youth Hub;Salsabil Thabti
318;432;02/2020;Youth Hub;Mehdi Bhouri
318;433;02/2020;Youth Hub;Olfa Bousselmi
319;434;02/2020;WaterSpirit;Chaima Belhajamor
319;435;02/2020;WaterSpirit;Amir Ben Hajhassine
320;436;02/2020;RENTAL RIDE;Mourad Hammami
321;437;02/2020;OXAHOST;Tarek Nakbi
322;438;02/2020;QualiFour;Mehdi Boudhraa
322;439;02/2020;QualiFour;Saeed Zarrouk
323;440;02/2020;Edutest;Imen Yahyaoui
323;441;02/2020;Edutest;Ahmed Cheriha
324;442;02/2020;Xtendplex;Ahmed Ben Hamouda
325;443;02/2020;Kyufi;Tarek Talbi
325;444;02/2020;Kyufi;Houssem Sellami
326;445;02/2020;Sportopia;Oussema Noureddine Metoui
326;446;02/2020;Sportopia;Mourad Masmoudi
327;447;02/2020;Accent;Malek Aloulou
327;448;02/2020;Accent;Moez Affes
327;449;02/2020;Accent;Aymen Bouchoucha
328;450;02/2020;Allô Réparateur;Mohamed Said Elbehi
328;451;02/2020;Allô Réparateur;Sabrine Ibrahim
329;452;02/2020;Class Quiz;Achref Dawahi
329;453;02/2020;Class Quiz;Omar Trabelsi
329;454;02/2020;Class Quiz;Mohamed Amine Jendoubi
330;455;02/2020;autoecoleplus;Ahmed Nemlaghi
331;456;02/2020;SECURAS;Mohamed Amine Guettat
331;457;02/2020;SECURAS;Mohamed Ali Salmi
333;458;02/2020;Coinsence;Karim Chabrak
333;459;02/2020;Coinsence;Achref Chouchene
333;460;02/2020;Coinsence;Yasmine Ben Ameur
334;461;02/2020;Smart House Tunisia;Seif Souilem
334;462;02/2020;Smart House Tunisia;Siwar Boufares
334;463;02/2020;Smart House Tunisia;Mahmoud Hammami
335;464;02/2020;Co-Solar;Yassine Boutabba
335;465;02/2020;Co-Solar;Karim Hermi
336;466;02/2020;Tynass;Sami Ben Chaalia
336;467;02/2020;Tynass;Khalil Ben Ali
337;468;02/2020;Rent a tutor;Abdeljalil Ghattas
337;469;02/2020;Rent a tutor;Moez Hammami
338;470;02/2020;Quantylix Risk & Data;Hamza Amiri
338;471;02/2020;Quantylix Risk & Data;Mohamed Bessa
339;472;02/2020;Heptatronics;Issam Trabelsi
340;473;02/2020;Support de coupe à couvercle automatique;Markrem Gharbi
340;474;02/2020;Support de coupe à couvercle automatique;Khouloud Kaabi
340;309;02/2020;Support de coupe à couvercle automatique;Meriem Amamou
341;310;02/2020;Idwey;Borhen Mansouri
341;475;02/2020;Idwey;Khmaiess Ahmed
341;343;02/2020;Idwey;Safa Bouhajar
342;476;02/2020;NovaTEK Solutions;Karim Boughanmi
342;477;02/2020;NovaTEK Solutions;Ilyes Karma
342;478;02/2020;NovaTEK Solutions;Amal Torkhani
343;479;02/2020;Shadoc;Amal Selami
343;480;02/2020;Shadoc;Zakaria Karim Mekni
344;342;02/2020;Innofab;Nadim Kharraz
344;413;02/2020;Innofab;Karim Sellami
345;481;02/2020;Quermes;Faiz Baccour
346;419;02/2020;Consulti;Alaeddine Jalel
347;270;02/2020;Gofields (Sportfields);Youssef Cherif
348;458;02/2020;Coinsence;Karim Chabrak
599;728;02/2021;Expert Team Tunisie;Salah El Amami
599;943;02/2021;Expert Team Tunisie;Haithem Ben Jemia
600;146;02/2021;Medikadvisor;Zied Ouled Ali
601;944;02/2021;UNIK CHIK;Samia Mbarek
602;163;02/2021;LUNAR EPS;Mahdi Ghribi
603;945;02/2021;AOS INTERNATIONAL;Rudolph Cerqueira
604;946;02/2021;FelCloud;Mohamed Amine Ibrahim
604;947;02/2021;FelCloud;Walid Chaabene
605;948;02/2021;Bepeep Health;Mohamed Choucheni
605;949;02/2021;Bepeep Health;Naziha Ouanes
606;166;02/2021;WARENA LA FIBRE ARTISANALE;Mohamed Boumiza
606;950;02/2021;WARENA LA FIBRE ARTISANALE;Med Amine Jebabli
606;951;02/2021;WARENA LA FIBRE ARTISANALE;Khaled Ben Brahim
606;952;02/2021;WARENA LA FIBRE ARTISANALE;Samia Cherif
607;953;02/2021;Handmade Tunisia;Khaoula Habouria
608;954;02/2021;Kartago Dattes Snacks, Ingredients and Extracts;Fares Horchani
608;955;02/2021;Kartago Dattes Snacks, Ingredients and Extracts;Ahmed Elmi
608;956;02/2021;Kartago Dattes Snacks, Ingredients and Extracts;Mohamed Jbalia
609;957;02/2021;BYEISSA;Souhaib Rejeb
609;958;02/2021;BYEISSA;Wajdi Tayachi
609;959;02/2021;BYEISSA;Ahmed Badaoui
610;960;02/2021;VISTASY;Ibtissem Kadri
610;961;02/2021;VISTASY;Raouf Ben Aissa
610;962;02/2021;VISTASY;Youssef Zied Elhechmi
611;963;02/2021;HOPE HORIZON;Mohamed Aziz Belaweid
611;634;02/2021;HOPE HORIZON;Mohamed Wassim Benzarti
611;964;02/2021;HOPE HORIZON;Najla Ghrairi
611;965;02/2021;HOPE HORIZON;Abdellatif Najjar
612;966;02/2021;Picstore;Mariam Labidi
612;967;02/2021;Picstore;Mourad Blaich
612;319;02/2021;Picstore;Wissem hakiri
613;320;02/2021;Meilleure Vie Etudiants Tunisie;Mohamed Guediche
613;968;02/2021;Meilleure Vie Etudiants Tunisie;Wided Hakiri
613;969;02/2021;Meilleure Vie Etudiants Tunisie;Ismail Abdellaoui
613;970;02/2021;Meilleure Vie Etudiants Tunisie;Mohamed Sghaier
614;971;02/2021;Fisco;Alaa Souid
614;972;02/2021;Fisco;Farouk Skhiri
615;973;02/2021;Bridges S.A;Mahmoud Aljan
615;974;02/2021;Bridges S.A;Aziz Thraya
616;975;02/2021;Soon Marine;Chokri Ben Sassi
616;976;02/2021;Soon Marine;Boubaker Siala
617;977;02/2021;BAKO MOTORS;Rached Ben Hmadou
617;978;02/2021;BAKO MOTORS;Mahmoud Siala
618;979;02/2021;affipro;Youssef Ennasri
619;863;02/2021;IB Space;Foued Cherif
619;792;02/2021;IB Space;Ali Ajili
620;793;02/2021;iCan-C;Yosr Jazzar
620;853;02/2021;iCan-C;Houssem Baaka
621;855;02/2021;بﺎﺗﻛ ﺔﻠﺣر  _Book Journey;Bilal Nsib
621;913;02/2021;بﺎﺗﻛ ﺔﻠﺣر  _Book Journey;Mohamed Debbabi
622;914;02/2021;Dev2Dev;Ismail Talbi
964;690;02/2022;TELA;Chaima Chaouachi
965;1504;02/2022;Fidness;Ahmed Najjar
966;1573;02/2022;Nqollek Haja;Yasmine Ansari
967;1574;02/2022;Wefix;Sabri Cheriha
967;1575;02/2022;Wefix;Houssem Eddine Ben Smida
968;1576;02/2022;Trivaw;Awatef Rebhi
968;1577;02/2022;Trivaw;Iheb Triki
969;1578;02/2022;Kumulus;Mohamed Ali Abid
969;1579;02/2022;Kumulus;Nouha Abroug
969;1017;02/2022;Kumulus;Nesrine Welhezi
970;1580;02/2022;WIN NOW;Nizar Welhazi
970;1581;02/2022;WIN NOW;Ahmed Jemaa
971;1582;02/2022;Kiddo;Ines Rahrah
971;1583;02/2022;Kiddo;Nour Kraiem
972;1584;02/2022;Qr Menu;Sirine Kraiem
972;513;02/2022;Qr Menu;Sonia Othman
974;1585;02/2022;Clic to know;Nejmeddinne Sakly
974;1586;02/2022;Clic to know;Houssem Chkioua
974;1587;02/2022;Clic to know;Amira Guermazi
