session;societe;secteur;decision;source;flags
03/2020;3S : Software and Security Solutions;Iot;inconnu;pdf-session;decision_inconnue
03/2020;GATE INDUSTRIELLE;Iot;inconnu;pdf-session;decision_inconnue
03/2020;Rayhane;;inconnu;pdf-session;decision_inconnue
03/2020;Tunisie Co / Resa Privee;;inconnu;pdf-session;decision_inconnue
03/2020;TOLEDO;;inconnu;pdf-session;decision_inconnue
03/2020;CHMISA;;inconnu;pdf-session;decision_inconnue
03/2020;KLAY;;inconnu;pdf-session;decision_inconnue
03/2020;FACTOORYA;Iot;inconnu;pdf-session;decision_inconnue
03/2020;KWIN.;Iot;inconnu;pdf-session;decision_inconnue
03/2020;Finispia;Fintech;inconnu;pdf-session;decision_inconnue
03/2020;Travaris;;inconnu;pdf-session;decision_inconnue
03/2020;Barbecha;;inconnu;pdf-session;decision_inconnue
03/2020;Dentic;;inconnu;pdf-session;decision_inconnue
03/2020;Tunisiabiotech;Biotech;inconnu;pdf-session;"decision_inconnue;societe_non_identifiee"
03/2020;Welyne;;inconnu;pdf-session;decision_inconnue
03/2020;Univers VR;Gaming;inconnu;pdf-session;decision_inconnue
03/2020;ebniecolo;;inconnu;pdf-session;decision_inconnue
03/2020;MY DEV CONSULTING DU CAP BON;;inconnu;pdf-session;decision_inconnue
03/2021;Autoecoleplus.tn;;inconnu;pdf-session;"fondateurs_absents;resultat_manquant;secteur_absent;decision_inconnue"
03/2021;Fripeji.tn;E-Commerce;label_accorde;pdf-session;
03/2021;CarHuB-TI;Mobility;label_accorde;pdf-session;
03/2021;MicroAcess;Mobility;label_accorde;pdf-session;
03/2021;IMPACT NUTRITION;Foodtech;label_accorde;pdf-session;
03/2021;Vife;;label_accorde;pdf-session;
03/2021;Shipzzer;Business;label_accorde;pdf-session;
03/2021;Freelancy;E-Commerce;label_accorde;pdf-session;
03/2021;Controlmed;Agritech;label_accorde;pdf-session;
03/2021;Moline;;label_accorde;pdf-session;
03/2021;Kids protect;;label_accorde;pdf-session;
03/2021;Drest.tn;Business;label_accorde;pdf-session;fondateurs_absents
03/2021;Deepth;;prelabel_accorde;pdf-session;
03/2021;ILEY'COM- مﻛﯾﻟإ;Social Business;prelabel_accorde;pdf-session;
03/2021;Vitah;;prelabel_accorde;pdf-session;
03/2021;Skilled;Edtech;prelabel_accorde;pdf-session;
03/2021;Skills21;Edtech;prelabel_accorde;pdf-session;
03/2021;Deliv's;Foodtech;prelabel_accorde;pdf-session;
03/2021;Bionics;;prelabel_accorde;pdf-session;
03/2021;Suprem;;prelabel_accorde;pdf-session;
03/2021;Win now;E-Commerce;label_refuse;pdf-session;
03/2021;Art Culture Studio;;label_refuse;pdf-session;
03/2021;Flexipik;;label_refuse;pdf-session;
03/2021;OVVA SYSTEMS;;label_accorde;pdf-session;fondateurs_ambigus
03/2021;Creometry;Telecom;label_accorde;pdf-session;fondateurs_ambigus
03/2021;REC-INov;;label_accorde;pdf-session;
03/2021;ETNAFES;;label_accorde;pdf-session;fondateurs_ambigus
03/2021;CIVITAS DIGITAL;Business;label_accorde;pdf-session;
03/2021;Next Gen Corp;Sante;inconnu;pdf-session;"resultat_manquant;decision_inconnue"
03/2021;Orient Tea;Biotech;inconnu;pdf-session;"resultat_manquant;decision_inconnue"
03/2022;DeepVolt;Mobility;label_accorde;pdf-session;
03/2022;FINBUDD;Edtech;label_accorde;pdf-session;
03/2022;smic;;label_accorde;pdf-session;
03/2022;Meducol;Edtech;label_accorde;pdf-session;
03/2022;LOGIMES;Business;label_accorde;pdf-session;
03/2022;Water4all;Environment;prelabel_accorde;pdf-session;
03/2022;CRAWN;;prelabel_accorde;pdf-session;
03/2022;SMARTOOLS;Fintech;prelabel_accorde;pdf-session;
03/2022;ecn.tn;Edtech;prelabel_accorde;pdf-session;
03/2022;StyleLinker;Social Business;prelabel_accorde;pdf-session;
03/2022;Atlas Security Tunisia;Business;label_refuse;pdf-session;
03/2022;Pineapple Studio & Shop;Consumer;label_refuse;pdf-session;
03/2022;Start Line Skills;;label_refuse;pdf-session;
03/2022;Chatbot.tn;Consumer;label_refuse;pdf-session;
03/2022;Relead;;label_refuse;pdf-session;
03/2022;TUILABS;;prelabel_refuse;pdf-session;
03/2022;Marinus;Advanced Manufacturing;prelabel_refuse;pdf-session;
03/2022;Tunisie Bartering;;prelabel_refuse;pdf-session;
03/2022;Trigo;Environment;prelabel_refuse;pdf-session;
03/2022;كرﺎﺟ  / Jarek;;inconnu;pdf-session;"resultat_manquant;secteur_absent;decision_inconnue"
03/2022;Meetart;;prelabel_refuse;pdf-session;
03/2022;Digital Fiber Solutions   Survey Fibre & Civil;Services;label_accorde;pdf-session;
03/2022;AvoConsulte Avoconsulte;Services;label_accorde;pdf-session;
03/2022;Quiz Mentor Quiz Mentor;Edtech;label_accorde;pdf-session;
03/2022;Terminal22 Tunisia Market;Advanced Manufacturing;label_accorde;pdf-session;
03/2022;Halonursery Halonursery;Agritech;label_accorde;pdf-session;
03/2022;Proxifleet Smartfleet;Business;inconnu;pdf-session;decision_inconnue
03/2022;CAIRUS BUSINESS GROUP;Fintech;label_accorde;pdf-session;societe_non_identifiee
03/2022;SKANIT DIGITAL SOLUTIONS Skanit;Foodtech;label_accorde;pdf-session;
03/2022;Rythminno Yosri Ben Salah;Edtech;label_accorde;pdf-session;
03/2023;OSTELFLOW;Traveltech;label_accorde;pdf-session;
03/2023;Tunarco;Advanced Manufacturing;label_accorde;pdf-session;
03/2023;Gloristory;Ad Tech And Creative Tech;label_accorde;pdf-session;
03/2023;CIVILAB;Ad Tech And Creative Tech;label_accorde;pdf-session;
03/2023;DLSgaming;Edtech;label_accorde;pdf-session;societe_non_identifiee
03/2023;Detavoon;Healthtech;label_accorde;pdf-session;
03/2023;Laboratoire SCI;Wellness;label_accorde;pdf-session;
03/2023;Contigo Booking Events;Consumer;label_accorde;pdf-session;
03/2023;Innovation production Services;Advanced Manufacturing;label_accorde;pdf-session;societe_non_identifiee
03/2023;ARRIMA-AGRITECH;Agritech;prelabel_accorde;pdf-session;societe_non_identifiee
03/2023;Probe.tn;Healthtech;prelabel_accorde;pdf-session;
03/2023;MIGsens;Environment;prelabel_accorde;pdf-session;
03/2023;iTrend;Business Software And Services;prelabel_accorde;pdf-session;
03/2023;RAF TELCOS;Fintech;prelabel_accorde;pdf-session;
03/2023;Digify;Edtech;prelabel_accorde;pdf-session;
03/2023;Green foods traiteur vegan;Consumer Products And Services;label_refuse;pdf-session;
03/2023;Bridella;Commerce And Shopping;label_refuse;pdf-session;
03/2023;Curve & Smiles;Healthtech;label_refuse;pdf-session;
03/2023;DEKORTIK PLUS;Real Estate Tech;label_refuse;pdf-session;
03/2023;HIVE;Business Software And Services;label_refuse;pdf-session;
03/2023;Ostedhy;Edtech;label_refuse;pdf-session;
03/2023;Studenty;Edtech;label_refuse;pdf-session;fondateurs_absents
03/2023;DourbIA;Traveltech;prelabel_refuse;pdf-session;
03/2023;ID grouping&connect;Healthtech;label_accorde;pdf-session;fondateurs_ambigus
03/2023;DM NOVA DigiMove;Edtech;label_accorde;pdf-session;
03/2023;ELINA DEV;Social Business;label_accorde;pdf-session;fondateurs_ambigus
03/2023;JEUCIJAN X-Mall;Commerce And Shopping;label_accorde;pdf-session;
03/2023;ContyFind;;label_accorde;pdf-session;
03/2024;Tunisia Podcasts;Services;inconnu;pdf-session;decision_inconnue
03/2024;XtendMedical par XtendMind;Healthtech;label_accorde;pdf-session;
03/2024;Société : Learnset / Premier projet : Medset;Edtech;label_accorde;pdf-session;
03/2024;OrderTech;Business Software And Services;label_refuse;pdf-session;
03/2024;ROUNDESK TECHNOLOGIE;Business Software And Services;label_refuse;pdf-session;
03/2024;CNM Community Hub;Business Software And Services;label_refuse;pdf-session;
03/2024;EuroVet Veterinaire;Healthtech;label_refuse;pdf-session;
03/2024;Deevium;Business Software And Services;label_refuse;pdf-session;
03/2024;Foootly;Wellness;label_refuse;pdf-session;
03/2024;mekadesk.com;Business Software And Services;label_refuse;pdf-session;
03/2024;Innoway Solutions;Business Software And Services;label_refuse;pdf-session;
03/2024;Green wall;Agritech;prelabel_accorde;pdf-session;
03/2024;AGARUW HUB;Environment;prelabel_accorde;pdf-session;
03/2024;CC - Colombus Capital, The Infinite Trust;Fintech;prelabel_accorde;pdf-session;
03/2024;MSSyndic;Consumer Products And Services;prelabel_accorde;pdf-session;
03/2024;Responsible Cyber;;prelabel_accorde;pdf-session;
03/2024;Speedy ERP;Business Software And Services;prelabel_accorde;pdf-session;
03/2024;OPTOSCOPIA Intelligent Diagnostic Analyzers;Healthtech;prelabel_accorde;pdf-session;
03/2024;LUNETTEC;Healthtech;prelabel_refuse;pdf-session;
03/2024;Noumeo Solutions;Healthtech;prelabel_refuse;pdf-session;
03/2024;AIBC;Business Software And Services;prelabel_refuse;pdf-session;
03/2024;TRENA;Wellness;prelabel_refuse;pdf-session;
03/2024;Mozolang;Edtech;prelabel_refuse;pdf-session;
03/2024;Nour Expert Telecom;Telecom;label_accorde;pdf-session;societe_non_identifiee
03/2024;AltaDigit;;label_accorde;pdf-session;
03/2024;CHERRY SOFT;;label_accorde;pdf-session;fondateurs_ambigus
03/2024;DQAL;;label_accorde;pdf-session;
03/2024;Société;;inconnu;pdf-session;"societe_parasite;decision_inconnue;societe_non_identifiee"
03/2024;ASEPTIKA LAB;Wellness;inconnu;pdf-session;"secteur_absent;decision_inconnue"
03/2024;Actifs Précieux Apex SA;Wellness;inconnu;pdf-session;"secteur_absent;decision_inconnue"
03/2024;ALIDADE;Business Software and services;inconnu;pdf-session;"secteur_absent;decision_inconnue"
03/2025;SoK'ari;Healthtech;label_accorde;pdf-session;
03/2025;Addvocate AI yalla play;Business Software And Services;label_accorde;pdf-session;
03/2025;BYOKOB Cosmetics;Wellness;label_accorde;pdf-session;
03/2025;Oratio;Consumer Products And Services;label_accorde;pdf-session;
03/2025;Inveep;Business Software And Services;label_accorde;pdf-session;
03/2025;TENDER FLOW;Business Software And Services;prelabel_accorde;pdf-session;
03/2025;EyeFish;Agritech;prelabel_accorde;pdf-session;
03/2025;ITS boX;;prelabel_accorde;pdf-session;
03/2025;Bestrade;Business Software And Services;prelabel_accorde;pdf-session;
03/2025;AuroraIQ;Business Software And Services;prelabel_accorde;pdf-session;
03/2025;BATISTUDIO.TN;Consumer Products And Services;label_refuse;pdf-session;
03/2025;Bi2M;Ad Tech And Creative Tech;label_refuse;pdf-session;
03/2025;CLICK AND COLLECT;Commerce And Shopping;label_refuse;pdf-session;
03/2025;Weetest;Ad Tech And Creative Tech;prelabel_refuse;pdf-session;
03/2025;Palmyra;Ad Tech And Creative Tech;prelabel_refuse;pdf-session;
03/2025;Asfora;Business Software And Services;prelabel_refuse;pdf-session;
03/2025;Karlezas;Business Software And Services;prelabel_refuse;pdf-session;
03/2026;DigiQuorum;Business Software and services;label_accorde;compte-rendu-manuel;
03/2026;WIDITION;Wellness;label_accorde;compte-rendu-manuel;
03/2026;LEGALYZ;Business Software and services;label_accorde;compte-rendu-manuel;
03/2026;Talent 619;Business Software and services;label_accorde;compte-rendu-manuel;
03/2026;ComptaRise;Fintech;label_accorde;compte-rendu-manuel;
03/2026;WISER DESIGN TECHNOLOGY TUNISIA;Advanced Manufacturing & Robotics;label_accorde;compte-rendu-manuel;
03/2026;Pharma link;HealthTech;label_accorde;compte-rendu-manuel;
03/2026;Fitories;HealthTech;label_accorde;compte-rendu-manuel;
03/2026;WattzHub Tunisie;Mobility;label_accorde;compte-rendu-manuel;
03/2026;CnBees;Fintech;label_accorde;compte-rendu-manuel;
03/2026;TrinovaQ;Business Software and services;prelabel_accorde;compte-rendu-manuel;
03/2026;Cosmos;Business Software and services;prelabel_accorde;compte-rendu-manuel;
03/2026;FOODIERI;FoodTech & New Food;prelabel_accorde;compte-rendu-manuel;
03/2026;RASD - Risk Assessment & Security Dashboard;Business Software and services;prelabel_accorde;compte-rendu-manuel;
03/2026;Optiflows;Business Software and services;prelabel_accorde;compte-rendu-manuel;
03/2026;Drivi.tn;EdTech;prelabel_accorde;compte-rendu-manuel;
03/2026;Degla;Business Software and services;prelabel_accorde;compte-rendu-manuel;
03/2026;Elbat7a.tn;Ad Tech and Creative Tech;label_refuse;compte-rendu-manuel;
03/2026;B-CAR;Mobility;label_refuse;compte-rendu-manuel;
03/2026;N2VERSE;Real Estate Tech;label_refuse;compte-rendu-manuel;
03/2026;Confirmed;Commerce and shopping;label_refuse;compte-rendu-manuel;
03/2026;Taniterra;Business Software and services;label_refuse;compte-rendu-manuel;
03/2026;LoopImpact;Environment;label_refuse;compte-rendu-manuel;
03/2026;Vexylio Reg.;HealthTech;label_refuse;compte-rendu-manuel;
03/2026;DigiTechBridge360;Business Software and services;label_refuse;compte-rendu-manuel;
03/2026;Djanguil;Business Software and services;prelabel_refuse;compte-rendu-manuel;
03/2026;DropWise Technologie;Agritech;prelabel_refuse;compte-rendu-manuel;
03/2026;Kiloklean;Environment;prelabel_refuse;compte-rendu-manuel;
03/2026;NB PRODUCTS;Agritech;prelabel_refuse;compte-rendu-manuel;
03/2026;DataIndus;Advanced Manufacturing & Robotics;prelabel_refuse;compte-rendu-manuel;
03/2026;NexioT;Advanced Manufacturing & Robotics;prelabel_refuse;compte-rendu-manuel;
03/2026;xshop;Business Software and services;prelabel_refuse;compte-rendu-manuel;
03/2026;cantinou;HealthTech;prelabel_refuse;compte-rendu-manuel;
03/2026;MindCura;HealthTech;prelabel_refuse;compte-rendu-manuel;
03/2026;KindOfHero;EdTech;prelabel_refuse;compte-rendu-manuel;
03/2026;Plantini;Agritech;prelabel_refuse;compte-rendu-manuel;
03/2026;SkySwift Medical;HealthTech;prelabel_refuse;compte-rendu-manuel;
03/2026;Cure Care;HealthTech;prelabel_refuse;compte-rendu-manuel;
03/2026;VLOX;Mobility;prelabel_refuse;compte-rendu-manuel;
03/2026;Société DoYield Tunisie / Projet RevMate;Business Software and services;irrecevable;compte-rendu-manuel;
03/2026;Eggmed;HealthTech;irrecevable;compte-rendu-manuel;
04/2019;GoMyCode;EdTech;label_accorde;compte-rendu-manuel;
04/2019;Mass SA;AI;label_accorde;compte-rendu-manuel;
04/2019;STE Kaoun;Fintech;label_accorde;compte-rendu-manuel;
04/2019;Apprentus Tunisie;EdTech;label_accorde;compte-rendu-manuel;
04/2019;Bus Software;IoT;label_accorde;compte-rendu-manuel;
04/2019;ilboursa.com;IT;label_accorde;compte-rendu-manuel;
04/2019;Methania Industries;Energie;label_accorde;compte-rendu-manuel;
04/2019;Wattnow;IoT;label_accorde;compte-rendu-manuel;
04/2019;TechAccessibility;IT;label_accorde;compte-rendu-manuel;
04/2019;Taysir Solutions Tunisia;IT;label_accorde;compte-rendu-manuel;
04/2019;UniQ Soft Technology;IT;label_accorde;compte-rendu-manuel;
04/2019;Armani Arabic Academy;EdTech;label_accorde;compte-rendu-manuel;
04/2019;Dqlick;Insurance Tech;label_accorde;compte-rendu-manuel;
04/2019;KNSD;Big Data;label_accorde;compte-rendu-manuel;
04/2019;MedCREtech;Blockchain & cryptocurrency;label_accorde;compte-rendu-manuel;
04/2019;Novel-Ti;AI;label_accorde;compte-rendu-manuel;
04/2019;PEAK Technologies;Fintech;label_accorde;compte-rendu-manuel;
04/2019;Smart and Clean;Cleantech;label_accorde;compte-rendu-manuel;
04/2019;Tadeco IT;E-Commerce;label_accorde;compte-rendu-manuel;
04/2019;TechAbility;IoT;label_accorde;compte-rendu-manuel;
04/2019;Empire communication;Services;label_refuse;compte-rendu-manuel;
04/2019;3D Forge;Services;label_refuse;compte-rendu-manuel;
04/2019;Africa Flying and Engineering;AgriTech;label_refuse;compte-rendu-manuel;
04/2019;Ticket Communication TICOM;Marketing;label_refuse;compte-rendu-manuel;
04/2019;TeTa concept;Services;label_refuse;compte-rendu-manuel;
04/2019;WeMake;Services;label_refuse;compte-rendu-manuel;
04/2019;Micro Device Tunisia;IoT;label_refuse;compte-rendu-manuel;
04/2019;Kiwi Softwares;IT;label_refuse;compte-rendu-manuel;
04/2019;Expensya (Pepino Tech);E-Commerce;label_accorde;compte-rendu-manuel;
04/2019;Smart Mobility;IoT;label_accorde;compte-rendu-manuel;
04/2019;Educanet;EdTech;label_accorde;compte-rendu-manuel;
04/2019;Study.tn;E-Learning;label_accorde;compte-rendu-manuel;
04/2019;Tunisie Matériel Roulant;Marketing;label_accorde;compte-rendu-manuel;
04/2019;Embedded Solutions and Advanced Technology;IoT;label_accorde;compte-rendu-manuel;
04/2019;Inotek engineering;IoT;label_accorde;compte-rendu-manuel;
04/2019;Paymee;Fintech;label_accorde;compte-rendu-manuel;
04/2019;Healthcare Anywhere;Health Tech;label_accorde;compte-rendu-manuel;
04/2019;TunRooms;E-Commerce;label_accorde;compte-rendu-manuel;
04/2019;Galactech;Telcom;label_accorde;compte-rendu-manuel;
04/2019;Domodar;IoT;label_accorde;compte-rendu-manuel;
04/2019;Vynd;E-Commerce;label_accorde;compte-rendu-manuel;
04/2019;Tunisie Co;Services;label_refuse;compte-rendu-manuel;
04/2019;Best Way;Marketing;label_refuse;compte-rendu-manuel;
04/2019;ComEngineering;IoT;label_refuse;compte-rendu-manuel;
04/2019;Testafid+;E-Commerce;label_refuse;compte-rendu-manuel;
04/2019;Afrique Charbon;Energie;label_refuse;compte-rendu-manuel;
04/2019;Ironhoster;E-Commerce;label_refuse;compte-rendu-manuel;
04/2019;Boostiny;Marketing;irrecevable;compte-rendu-manuel;
04/2019;Forevermo (Paravoisin);Health Tech;irrecevable;compte-rendu-manuel;
04/2019;Supply Air;Services;irrecevable;compte-rendu-manuel;
04/2019;Sawsan Bellaj Training & Consulting;E-Commerce;irrecevable;compte-rendu-manuel;
04/2019;Casual Bet;Gaming;irrecevable;compte-rendu-manuel;
04/2020;Viventis;;inconnu;pdf-session;decision_inconnue
04/2020;ZATEX;Iot;inconnu;pdf-session;decision_inconnue
04/2020;Insurise;;inconnu;pdf-session;decision_inconnue
04/2020;LORE AND HEART;E-Commerce;inconnu;pdf-session;decision_inconnue
04/2020;SLAMA DATTES;E-Commerce;inconnu;pdf-session;decision_inconnue
04/2020;Arion;;inconnu;pdf-session;decision_inconnue
04/2020;BipEvents;;inconnu;pdf-session;decision_inconnue
04/2020;Lysi wireless services;Services;inconnu;pdf-session;"decision_inconnue;societe_non_identifiee"
04/2020;Ernest;;inconnu;pdf-session;decision_inconnue
04/2020;Ahkili;;inconnu;pdf-session;decision_inconnue
04/2020;Carwell;Gaming;inconnu;pdf-session;decision_inconnue
04/2020;MAZED;E-Commerce;inconnu;pdf-session;decision_inconnue
04/2020;Khalta;;inconnu;pdf-session;decision_inconnue
04/2020;Split;;inconnu;pdf-session;decision_inconnue
04/2020;Food4Future;Biotech;inconnu;pdf-session;decision_inconnue
04/2020;Think-it;;inconnu;pdf-session;decision_inconnue
04/2020;RoboCare;Agritech;inconnu;pdf-session;decision_inconnue
04/2020;FI THNITI;;inconnu;pdf-session;decision_inconnue
04/2020;Tchou-Tchou Your school bus tracking App;;inconnu;pdf-session;decision_inconnue
04/2020;FlowsMaster;;inconnu;pdf-session;decision_inconnue
04/2020;(akarat.tn)  ﺲﻧﻮﺗ تارﺎﻘﻋ;E-Commerce;inconnu;pdf-session;decision_inconnue
04/2020;SMEK'S;;inconnu;pdf-session;decision_inconnue
04/2020;Khobzti;E-Commerce;inconnu;pdf-session;decision_inconnue
04/2020;SOFTIFI;E-Commerce;inconnu;pdf-session;decision_inconnue
04/2020;NeuroData;;inconnu;pdf-session;decision_inconnue
04/2020;Ghazela Technology Academy;Edtech;inconnu;pdf-session;decision_inconnue
04/2020;FYMI;;inconnu;pdf-session;decision_inconnue
04/2020;Traitement des données structurées;;inconnu;pdf-session;decision_inconnue
04/2020;The BIM Square;;inconnu;pdf-session;decision_inconnue
04/2020;Azedda;Healthtech;inconnu;pdf-session;decision_inconnue
04/2020;CheezWall;;inconnu;pdf-session;decision_inconnue
04/2020;Winrents;E-Commerce;inconnu;pdf-session;decision_inconnue
04/2020;Next;;inconnu;pdf-session;decision_inconnue
04/2020;Wondding;;inconnu;pdf-session;decision_inconnue
04/2020;Information anticipative;;inconnu;pdf-session;decision_inconnue
04/2020;Explore Tunisia AIDI : Académie Internationale pour le développement et l'innovation;E-Commerce;inconnu;pdf-session;decision_inconnue
04/2020;DRACOSS;;inconnu;pdf-session;decision_inconnue
04/2020;Quicktext;;reporte;pdf-session;
04/2020;Campus Numérique des métiers;Edtech;inconnu;pdf-session;decision_inconnue
04/2020;Course Golf;E-Commerce;inconnu;pdf-session;decision_inconnue
04/2020;Domoticaza;Iot;inconnu;pdf-session;decision_inconnue
04/2020;Miral Things;Iot;inconnu;pdf-session;decision_inconnue
04/2020;Symmetryk / No Statik Media;;inconnu;pdf-session;decision_inconnue
04/2021;My Enlightened Mind;Edtech;label_accorde;pdf-session;
04/2021;Autoween;;label_accorde;pdf-session;
04/2021;TAWA Digital Talents;;label_accorde;pdf-session;
04/2021;Taxiora / Smarteo;Mobility;label_accorde;pdf-session;
04/2021;Tunisie Aquaponie;Agritech;label_accorde;pdf-session;
04/2021;Ste Tildah;Business;label_accorde;pdf-session;
04/2021;Takwinland;Edtech;label_accorde;pdf-session;
04/2021;ODIX;Business;label_accorde;pdf-session;
04/2021;FreeOui;Services;label_accorde;pdf-session;
04/2021;Nkawroo;Mobility;label_accorde;pdf-session;
04/2021;medtrip;;label_accorde;pdf-session;
04/2021;branper;Fintech;label_accorde;pdf-session;
04/2021;Rednaks;Business;label_accorde;pdf-session;
04/2021;Be Smart Travel;Traveltech;label_accorde;pdf-session;
04/2021;Reevalo;Real Estate Tech;label_accorde;pdf-session;
04/2021;elbusines.com;;label_accorde;pdf-session;
04/2021;capxvalue;Business;prelabel_accorde;pdf-session;
04/2021;Rania WERDA;Social Business;prelabel_accorde;pdf-session;
04/2021;Takwira;;prelabel_accorde;pdf-session;
04/2021;flexiolar;Environment;prelabel_accorde;pdf-session;
04/2021;Analytix;Fintech;prelabel_accorde;pdf-session;
04/2021;Vizmerald;;prelabel_accorde;pdf-session;
04/2021;Birou Suite;Business;prelabel_accorde;pdf-session;
04/2021;Educanet Tunisia;Edtech;inconnu;pdf-session;"resultat_manquant;decision_inconnue"
04/2022;bqube;Business;label_accorde;pdf-session;
04/2022;Lanterns;Ad Tech And Creative Tech;label_accorde;pdf-session;
04/2022;SPOFUN;Wellness;label_accorde;pdf-session;
04/2022;WAY CARE;Consumer;label_accorde;pdf-session;
04/2022;Finansya Ecosystem;Business;label_accorde;pdf-session;
04/2022;VAL BIO DECHETS COMPOSITE;Environment;prelabel_accorde;pdf-session;
04/2022;INSTAWARE;Advanced Manufacturing;prelabel_accorde;pdf-session;
04/2022;Digihunt;Business;prelabel_accorde;pdf-session;fondateurs_absents
04/2022;Digital work solutions;Business;prelabel_accorde;pdf-session;
04/2022;INNOROV;Advanced Manufacturing;prelabel_accorde;pdf-session;
04/2022;Saptun l'ERP du futur;Business;prelabel_accorde;pdf-session;
04/2022;Basket of art;;label_refuse;pdf-session;
04/2022;AB AUDIT;Business;label_refuse;pdf-session;
04/2022;Flouse;Fintech;label_refuse;pdf-session;
04/2022;CG-Box;Business;label_refuse;pdf-session;
04/2022;Taxiora Pub;Services;label_refuse;pdf-session;
04/2022;Kasero;Foodtech;prelabel_refuse;pdf-session;
04/2022;Oostoora;Advanced Manufacturing;prelabel_refuse;pdf-session;
04/2022;E-commerce Tunsia beauty;E-Commerce;prelabel_refuse;pdf-session;societe_non_identifiee
04/2022;All Tounsi;;prelabel_refuse;pdf-session;
04/2022;Parkey;Mobility;prelabel_refuse;pdf-session;
04/2022;GOtrial;Consumer;prelabel_refuse;pdf-session;
04/2022;Instadeep;;retrait;pdf-session;
04/2023;Bi'nergy;Environment;inconnu;pdf-session;decision_inconnue
04/2023;ONECLOUD;Business;inconnu;pdf-session;decision_inconnue
04/2023;ECOFEED Tunisie;Foodtech;inconnu;pdf-session;decision_inconnue
04/2023;Servini;Business;inconnu;pdf-session;decision_inconnue
04/2023;Pas Comme Eux;Environment;inconnu;pdf-session;decision_inconnue
04/2023;H eco ferme;Environment;inconnu;pdf-session;decision_inconnue
04/2023;Xgenbox;;inconnu;pdf-session;decision_inconnue
04/2023;The Package Center;Commerce And Shopping;inconnu;pdf-session;decision_inconnue
04/2023;Bytale Games Oriwood/ Entreprise Wahy artisan du bois;Ad Tech And Creative Tech;inconnu;pdf-session;decision_inconnue
04/2023;Teachica;Edtech;inconnu;pdf-session;decision_inconnue
04/2023;NORMA TUNISIE;Fintech;inconnu;pdf-session;decision_inconnue
04/2023;SURVIVE RESILIENCE;Business Software And Services;inconnu;pdf-session;decision_inconnue
04/2023;droplocal.ai souk elfalleh;Commerce And Shopping;inconnu;pdf-session;decision_inconnue
04/2023;Twansa;Ad Tech And Creative Tech;inconnu;pdf-session;"fondateurs_absents;decision_inconnue"
04/2023;Karhabti.app;Business Software And Services;inconnu;pdf-session;decision_inconnue
04/2023;Kosmos technologies;Agritech;inconnu;pdf-session;decision_inconnue
04/2023;IrWise;Agritech;inconnu;pdf-session;decision_inconnue
04/2023;Alifa cell pulse Conception, formulation et production de dispositifs pharmaceutiques à base de principes actifs de plantes aromatiques et médicinales pour le traitement des altérations cutanées;Social Business;inconnu;pdf-session;"decision_inconnue;societe_non_identifiee"
04/2023;Randev infectées et non infectées.;Consumer Products And Services;inconnu;pdf-session;decision_inconnue
04/2023;Beitary;;inconnu;pdf-session;"secteur_absent;decision_inconnue"
04/2024;xgol;Edtech;label_accorde;pdf-session;
04/2024;Graines Academy;Edtech;label_accorde;pdf-session;
04/2024;EASY TRANSFER;Fintech;label_accorde;pdf-session;fondateurs_ambigus
04/2024;Tissu.tn | Mercerie.tn;Commerce And Shopping;label_accorde;pdf-session;
04/2024;ISTYA NATURAL POOL;Environment;label_accorde;pdf-session;
04/2024;Gori'fit;Wellness;label_accorde;pdf-session;
04/2024;TunBra;Edtech;label_accorde;pdf-session;
04/2024;SAFESPHERE;;label_accorde;pdf-session;
04/2024;123booking;Traveltech;prelabel_refuse;pdf-session;
04/2024;Perro;Edtech;prelabel_accorde;pdf-session;
04/2024;ACRIDIDEA;Foodtech;prelabel_accorde;pdf-session;
04/2024;ALTABIB;Healthtech;prelabel_accorde;pdf-session;
04/2024;ITri;Environment;prelabel_accorde;pdf-session;
04/2024;Hapivot;Business Software And Services;prelabel_accorde;pdf-session;
04/2024;R&D=Riders and Drivers;Mobility;label_refuse;pdf-session;
04/2024;Scale Pro;Business Software And Services;label_refuse;pdf-session;
04/2024;PERMA EMERGENCY ASSISTANCE;Services;label_refuse;pdf-session;
04/2024;Eside;Business Software And Services;label_refuse;pdf-session;
04/2024;MINA;;label_refuse;pdf-session;
04/2024;JAWI;Foodtech;label_refuse;pdf-session;
04/2024;Vivala Travel;Traveltech;label_refuse;pdf-session;
04/2024;Uni-Job;Edtech;label_refuse;pdf-session;
04/2024;OPTOSCOPIA INTELLIGENT;Healthtech;label_accorde;pdf-session;fondateurs_ambigus
04/2024;DIAGNOSTIC ANALYZERS;;inconnu;pdf-session;"resultat_manquant;secteur_absent;decision_inconnue;fondateurs_ambigus"
04/2024;COLOMBUS CAPITAL Trust;Fintech;label_accorde;pdf-session;
04/2024;QualiMaker QualiMaker;;label_accorde;pdf-session;
04/2024;CHITELIX CHITELIX;Agritech;label_accorde;pdf-session;
04/2024;Tanit HealthCare Technologies Tanit.ai;Healthtech;label_accorde;pdf-session;
04/2024;Société;;inconnu;pdf-session;"societe_parasite;decision_inconnue;societe_non_identifiee"
04/2024;NEXT PROTEIN TUNISIA Agritech COGNIRA TUNISIA;Agritech;inconnu;pdf-session;"secteur_absent;decision_inconnue;societe_non_identifiee"
